# JD          x_km               y_km                z_km      vx_km_s        vy_km_s         vz_km_s
2460097.000 +2.55643058e+09 -7.45162041e+09 -2.91383674e+09 +5.37095439e+00 -1.18003480e+01 -4.57430017e+00
2460097.250 +2.55654659e+09 -7.45187530e+09 -2.91393554e+09 +5.37094201e+00 -1.18003119e+01 -4.57428606e+00
2460097.500 +2.55666260e+09 -7.45213019e+09 -2.91403435e+09 +5.37092963e+00 -1.18002758e+01 -4.57427195e+00
2460097.750 +2.55677862e+09 -7.45238507e+09 -2.91413315e+09 +5.37091725e+00 -1.18002397e+01 -4.57425784e+00
2460098.000 +2.55689463e+09 -7.45263996e+09 -2.91423195e+09 +5.37090487e+00 -1.18002036e+01 -4.57424373e+00
2460098.250 +2.55701064e+09 -7.45289484e+09 -2.91433076e+09 +5.37089249e+00 -1.18001676e+01 -4.57422962e+00
2460098.500 +2.55712665e+09 -7.45314972e+09 -2.91442956e+09 +5.37088011e+00 -1.18001315e+01 -4.57421551e+00
2460098.750 +2.55724266e+09 -7.45340461e+09 -2.91452836e+09 +5.37086773e+00 -1.18000954e+01 -4.57420141e+00
2460099.000 +2.55735867e+09 -7.45365949e+09 -2.91462717e+09 +5.37085536e+00 -1.18000593e+01 -4.57418730e+00
2460099.250 +2.55747468e+09 -7.45391437e+09 -2.91472597e+09 +5.37084298e+00 -1.18000233e+01 -4.57417319e+00
2460099.500 +2.55759069e+09 -7.45416925e+09 -2.91482477e+09 +5.37083061e+00 -1.17999872e+01 -4.57415909e+00
2460099.750 +2.55770670e+09 -7.45442413e+09 -2.91492357e+09 +5.37081823e+00 -1.17999511e+01 -4.57414499e+00
2460100.000 +2.55782271e+09 -7.45467901e+09 -2.91502237e+09 +5.37080586e+00 -1.17999151e+01 -4.57413089e+00
2460100.250 +2.55793872e+09 -7.45493389e+09 -2.91512117e+09 +5.37079349e+00 -1.17998790e+01 -4.57411679e+00
2460100.500 +2.55805473e+09 -7.45518876e+09 -2.91521997e+09 +5.37078112e+00 -1.17998429e+01 -4.57410269e+00
2460100.750 +2.55817074e+09 -7.45544364e+09 -2.91531878e+09 +5.37076875e+00 -1.17998069e+01 -4.57408859e+00
2460101.000 +2.55828675e+09 -7.45569851e+09 -2.91541758e+09 +5.37075637e+00 -1.17997708e+01 -4.57407449e+00
2460101.250 +2.55840275e+09 -7.45595339e+09 -2.91551638e+09 +5.37074401e+00 -1.17997348e+01 -4.57406039e+00
2460101.500 +2.55851876e+09 -7.45620826e+09 -2.91561517e+09 +5.37073164e+00 -1.17996987e+01 -4.57404630e+00
2460101.750 +2.55863477e+09 -7.45646314e+09 -2.91571397e+09 +5.37071927e+00 -1.17996627e+01 -4.57403220e+00
2460102.000 +2.55875078e+09 -7.45671801e+09 -2.91581277e+09 +5.37070690e+00 -1.17996266e+01 -4.57401811e+00
2460102.250 +2.55886678e+09 -7.45697288e+09 -2.91591157e+09 +5.37069454e+00 -1.17995906e+01 -4.57400402e+00
2460102.500 +2.55898279e+09 -7.45722775e+09 -2.91601037e+09 +5.37068217e+00 -1.17995546e+01 -4.57398993e+00
2460102.750 +2.55909880e+09 -7.45748262e+09 -2.91610917e+09 +5.37066980e+00 -1.17995185e+01 -4.57397583e+00
2460103.000 +2.55921480e+09 -7.45773749e+09 -2.91620797e+09 +5.37065744e+00 -1.17994825e+01 -4.57396175e+00
2460103.250 +2.55933081e+09 -7.45799236e+09 -2.91630676e+09 +5.37064508e+00 -1.17994465e+01 -4.57394766e+00
2460103.500 +2.55944682e+09 -7.45824723e+09 -2.91640556e+09 +5.37063271e+00 -1.17994104e+01 -4.57393357e+00
2460103.750 +2.55956282e+09 -7.45850209e+09 -2.91650436e+09 +5.37062035e+00 -1.17993744e+01 -4.57391948e+00
2460104.000 +2.55967883e+09 -7.45875696e+09 -2.91660315e+09 +5.37060799e+00 -1.17993384e+01 -4.57390540e+00
2460104.250 +2.55979483e+09 -7.45901182e+09 -2.91670195e+09 +5.37059563e+00 -1.17993024e+01 -4.57389131e+00
2460104.500 +2.55991084e+09 -7.45926669e+09 -2.91680075e+09 +5.37058327e+00 -1.17992664e+01 -4.57387723e+00
2460104.750 +2.56002684e+09 -7.45952155e+09 -2.91689954e+09 +5.37057091e+00 -1.17992304e+01 -4.57386315e+00
2460105.000 +2.56014285e+09 -7.45977642e+09 -2.91699834e+09 +5.37055855e+00 -1.17991943e+01 -4.57384907e+00
2460105.250 +2.56025885e+09 -7.46003128e+09 -2.91709713e+09 +5.37054620e+00 -1.17991583e+01 -4.57383498e+00
2460105.500 +2.56037485e+09 -7.46028614e+09 -2.91719593e+09 +5.37053384e+00 -1.17991223e+01 -4.57382091e+00
2460105.750 +2.56049086e+09 -7.46054100e+09 -2.91729472e+09 +5.37052148e+00 -1.17990863e+01 -4.57380683e+00
2460106.000 +2.56060686e+09 -7.46079586e+09 -2.91739351e+09 +5.37050913e+00 -1.17990503e+01 -4.57379275e+00
2460106.250 +2.56072286e+09 -7.46105072e+09 -2.91749231e+09 +5.37049677e+00 -1.17990143e+01 -4.57377867e+00
2460106.500 +2.56083887e+09 -7.46130558e+09 -2.91759110e+09 +5.37048442e+00 -1.17989783e+01 -4.57376460e+00
2460106.750 +2.56095487e+09 -7.46156043e+09 -2.91768990e+09 +5.37047207e+00 -1.17989423e+01 -4.57375052e+00
2460107.000 +2.56107087e+09 -7.46181529e+09 -2.91778869e+09 +5.37045971e+00 -1.17989063e+01 -4.57373645e+00
2460107.250 +2.56118687e+09 -7.46207015e+09 -2.91788748e+09 +5.37044736e+00 -1.17988704e+01 -4.57372238e+00
2460107.500 +2.56130287e+09 -7.46232500e+09 -2.91798627e+09 +5.37043501e+00 -1.17988344e+01 -4.57370831e+00
2460107.750 +2.56141887e+09 -7.46257986e+09 -2.91808506e+09 +5.37042266e+00 -1.17987984e+01 -4.57369424e+00
2460108.000 +2.56153488e+09 -7.46283471e+09 -2.91818386e+09 +5.37041031e+00 -1.17987624e+01 -4.57368017e+00
2460108.250 +2.56165088e+09 -7.46308956e+09 -2.91828265e+09 +5.37039796e+00 -1.17987264e+01 -4.57366610e+00
2460108.500 +2.56176688e+09 -7.46334442e+09 -2.91838144e+09 +5.37038561e+00 -1.17986905e+01 -4.57365203e+00
2460108.750 +2.56188288e+09 -7.46359927e+09 -2.91848023e+09 +5.37037327e+00 -1.17986545e+01 -4.57363796e+00
2460109.000 +2.56199888e+09 -7.46385412e+09 -2.91857902e+09 +5.37036092e+00 -1.17986185e+01 -4.57362390e+00
2460109.250 +2.56211488e+09 -7.46410897e+09 -2.91867781e+09 +5.37034858e+00 -1.17985825e+01 -4.57360983e+00
2460109.500 +2.56223088e+09 -7.46436382e+09 -2.91877660e+09 +5.37033623e+00 -1.17985466e+01 -4.57359577e+00
2460109.750 +2.56234687e+09 -7.46461866e+09 -2.91887539e+09 +5.37032389e+00 -1.17985106e+01 -4.57358171e+00
2460110.000 +2.56246287e+09 -7.46487351e+09 -2.91897418e+09 +5.37031154e+00 -1.17984747e+01 -4.57356765e+00
2460110.250 +2.56257887e+09 -7.46512836e+09 -2.91907297e+09 +5.37029920e+00 -1.17984387e+01 -4.57355359e+00
2460110.500 +2.56269487e+09 -7.46538320e+09 -2.91917176e+09 +5.37028686e+00 -1.17984027e+01 -4.57353953e+00
2460110.750 +2.56281087e+09 -7.46563805e+09 -2.91927054e+09 +5.37027452e+00 -1.17983668e+01 -4.57352547e+00
2460111.000 +2.56292687e+09 -7.46589289e+09 -2.91936933e+09 +5.37026218e+00 -1.17983308e+01 -4.57351141e+00
2460111.250 +2.56304286e+09 -7.46614774e+09 -2.91946812e+09 +5.37024984e+00 -1.17982949e+01 -4.57349736e+00
2460111.500 +2.56315886e+09 -7.46640258e+09 -2.91956691e+09 +5.37023750e+00 -1.17982589e+01 -4.57348330e+00
2460111.750 +2.56327486e+09 -7.46665742e+09 -2.91966569e+09 +5.37022516e+00 -1.17982230e+01 -4.57346925e+00
2460112.000 +2.56339086e+09 -7.46691226e+09 -2.91976448e+09 +5.37021282e+00 -1.17981871e+01 -4.57345519e+00
2460112.250 +2.56350685e+09 -7.46716710e+09 -2.91986327e+09 +5.37020049e+00 -1.17981511e+01 -4.57344114e+00
2460112.500 +2.56362285e+09 -7.46742194e+09 -2.91996205e+09 +5.37018815e+00 -1.17981152e+01 -4.57342709e+00
2460112.750 +2.56373884e+09 -7.46767678e+09 -2.92006084e+09 +5.37017581e+00 -1.17980793e+01 -4.57341304e+00
2460113.000 +2.56385484e+09 -7.46793162e+09 -2.92015963e+09 +5.37016348e+00 -1.17980433e+01 -4.57339899e+00
2460113.250 +2.56397083e+09 -7.46818646e+09 -2.92025841e+09 +5.37015115e+00 -1.17980074e+01 -4.57338494e+00
2460113.500 +2.56408683e+09 -7.46844129e+09 -2.92035720e+09 +5.37013881e+00 -1.17979715e+01 -4.57337089e+00
2460113.750 +2.56420282e+09 -7.46869613e+09 -2.92045598e+09 +5.37012648e+00 -1.17979356e+01 -4.57335685e+00
2460114.000 +2.56431882e+09 -7.46895097e+09 -2.92055476e+09 +5.37011415e+00 -1.17978996e+01 -4.57334280e+00
2460114.250 +2.56443481e+09 -7.46920580e+09 -2.92065355e+09 +5.37010182e+00 -1.17978637e+01 -4.57332876e+00
2460114.500 +2.56455081e+09 -7.46946063e+09 -2.92075233e+09 +5.37008949e+00 -1.17978278e+01 -4.57331472e+00
2460114.750 +2.56466680e+09 -7.46971547e+09 -2.92085112e+09 +5.37007716e+00 -1.17977919e+01 -4.57330067e+00
2460115.000 +2.56478279e+09 -7.46997030e+09 -2.92094990e+09 +5.37006483e+00 -1.17977560e+01 -4.57328663e+00
2460115.250 +2.56489879e+09 -7.47022513e+09 -2.92104868e+09 +5.37005250e+00 -1.17977201e+01 -4.57327259e+00
2460115.500 +2.56501478e+09 -7.47047996e+09 -2.92114746e+09 +5.37004017e+00 -1.17976842e+01 -4.57325855e+00
2460115.750 +2.56513077e+09 -7.47073479e+09 -2.92124625e+09 +5.37002785e+00 -1.17976483e+01 -4.57324451e+00
2460116.000 +2.56524677e+09 -7.47098962e+09 -2.92134503e+09 +5.37001552e+00 -1.17976124e+01 -4.57323048e+00
2460116.250 +2.56536276e+09 -7.47124445e+09 -2.92144381e+09 +5.37000320e+00 -1.17975765e+01 -4.57321644e+00
2460116.500 +2.56547875e+09 -7.47149927e+09 -2.92154259e+09 +5.36999087e+00 -1.17975406e+01 -4.57320241e+00
2460116.750 +2.56559474e+09 -7.47175410e+09 -2.92164137e+09 +5.36997855e+00 -1.17975047e+01 -4.57318837e+00
2460117.000 +2.56571073e+09 -7.47200893e+09 -2.92174015e+09 +5.36996623e+00 -1.17974688e+01 -4.57317434e+00
2460117.250 +2.56582672e+09 -7.47226375e+09 -2.92183893e+09 +5.36995391e+00 -1.17974329e+01 -4.57316031e+00
2460117.500 +2.56594272e+09 -7.47251857e+09 -2.92193771e+09 +5.36994158e+00 -1.17973970e+01 -4.57314628e+00
2460117.750 +2.56605871e+09 -7.47277340e+09 -2.92203649e+09 +5.36992926e+00 -1.17973612e+01 -4.57313225e+00
2460118.000 +2.56617470e+09 -7.47302822e+09 -2.92213527e+09 +5.36991694e+00 -1.17973253e+01 -4.57311822e+00
2460118.250 +2.56629069e+09 -7.47328304e+09 -2.92223405e+09 +5.36990463e+00 -1.17972894e+01 -4.57310419e+00
2460118.500 +2.56640668e+09 -7.47353786e+09 -2.92233283e+09 +5.36989231e+00 -1.17972535e+01 -4.57309016e+00
2460118.750 +2.56652267e+09 -7.47379268e+09 -2.92243161e+09 +5.36987999e+00 -1.17972177e+01 -4.57307613e+00
2460119.000 +2.56663866e+09 -7.47404750e+09 -2.92253039e+09 +5.36986767e+00 -1.17971818e+01 -4.57306211e+00
2460119.250 +2.56675464e+09 -7.47430232e+09 -2.92262917e+09 +5.36985536e+00 -1.17971459e+01 -4.57304809e+00
2460119.500 +2.56687063e+09 -7.47455714e+09 -2.92272794e+09 +5.36984304e+00 -1.17971101e+01 -4.57303406e+00
2460119.750 +2.56698662e+09 -7.47481196e+09 -2.92282672e+09 +5.36983073e+00 -1.17970742e+01 -4.57302004e+00
2460120.000 +2.56710261e+09 -7.47506677e+09 -2.92292550e+09 +5.36981841e+00 -1.17970384e+01 -4.57300602e+00
2460120.250 +2.56721860e+09 -7.47532159e+09 -2.92302428e+09 +5.36980610e+00 -1.17970025e+01 -4.57299200e+00
2460120.500 +2.56733459e+09 -7.47557640e+09 -2.92312305e+09 +5.36979379e+00 -1.17969666e+01 -4.57297798e+00
2460120.750 +2.56745057e+09 -7.47583122e+09 -2.92322183e+09 +5.36978148e+00 -1.17969308e+01 -4.57296396e+00
2460121.000 +2.56756656e+09 -7.47608603e+09 -2.92332060e+09 +5.36976916e+00 -1.17968949e+01 -4.57294994e+00
2460121.250 +2.56768255e+09 -7.47634084e+09 -2.92341938e+09 +5.36975685e+00 -1.17968591e+01 -4.57293593e+00
2460121.500 +2.56779853e+09 -7.47659566e+09 -2.92351815e+09 +5.36974455e+00 -1.17968233e+01 -4.57292191e+00
2460121.750 +2.56791452e+09 -7.47685047e+09 -2.92361693e+09 +5.36973224e+00 -1.17967874e+01 -4.57290790e+00
2460122.000 +2.56803051e+09 -7.47710528e+09 -2.92371570e+09 +5.36971993e+00 -1.17967516e+01 -4.57289389e+00
2460122.250 +2.56814649e+09 -7.47736009e+09 -2.92381448e+09 +5.36970762e+00 -1.17967157e+01 -4.57287987e+00
2460122.500 +2.56826248e+09 -7.47761489e+09 -2.92391325e+09 +5.36969532e+00 -1.17966799e+01 -4.57286586e+00
2460122.750 +2.56837846e+09 -7.47786970e+09 -2.92401203e+09 +5.36968301e+00 -1.17966441e+01 -4.57285185e+00
2460123.000 +2.56849445e+09 -7.47812451e+09 -2.92411080e+09 +5.36967070e+00 -1.17966083e+01 -4.57283784e+00
2460123.250 +2.56861043e+09 -7.47837932e+09 -2.92420957e+09 +5.36965840e+00 -1.17965724e+01 -4.57282383e+00
2460123.500 +2.56872642e+09 -7.47863412e+09 -2.92430835e+09 +5.36964610e+00 -1.17965366e+01 -4.57280983e+00
2460123.750 +2.56884240e+09 -7.47888893e+09 -2.92440712e+09 +5.36963379e+00 -1.17965008e+01 -4.57279582e+00
2460124.000 +2.56895838e+09 -7.47914373e+09 -2.92450589e+09 +5.36962149e+00 -1.17964650e+01 -4.57278182e+00
2460124.250 +2.56907437e+09 -7.47939853e+09 -2.92460466e+09 +5.36960919e+00 -1.17964292e+01 -4.57276781e+00
2460124.500 +2.56919035e+09 -7.47965334e+09 -2.92470343e+09 +5.36959689e+00 -1.17963933e+01 -4.57275381e+00
2460124.750 +2.56930634e+09 -7.47990814e+09 -2.92480221e+09 +5.36958459e+00 -1.17963575e+01 -4.57273981e+00
2460125.000 +2.56942232e+09 -7.48016294e+09 -2.92490098e+09 +5.36957229e+00 -1.17963217e+01 -4.57272581e+00
2460125.250 +2.56953830e+09 -7.48041774e+09 -2.92499975e+09 +5.36955999e+00 -1.17962859e+01 -4.57271181e+00
2460125.500 +2.56965428e+09 -7.48067254e+09 -2.92509852e+09 +5.36954770e+00 -1.17962501e+01 -4.57269781e+00
2460125.750 +2.56977027e+09 -7.48092734e+09 -2.92519729e+09 +5.36953540e+00 -1.17962143e+01 -4.57268381e+00
2460126.000 +2.56988625e+09 -7.48118214e+09 -2.92529606e+09 +5.36952310e+00 -1.17961785e+01 -4.57266981e+00
2460126.250 +2.57000223e+09 -7.48143693e+09 -2.92539483e+09 +5.36951081e+00 -1.17961427e+01 -4.57265582e+00
2460126.500 +2.57011821e+09 -7.48169173e+09 -2.92549360e+09 +5.36949851e+00 -1.17961069e+01 -4.57264182e+00
2460126.750 +2.57023419e+09 -7.48194652e+09 -2.92559237e+09 +5.36948622e+00 -1.17960712e+01 -4.57262783e+00
2460127.000 +2.57035017e+09 -7.48220132e+09 -2.92569113e+09 +5.36947393e+00 -1.17960354e+01 -4.57261383e+00
2460127.250 +2.57046615e+09 -7.48245611e+09 -2.92578990e+09 +5.36946163e+00 -1.17959996e+01 -4.57259984e+00
2460127.500 +2.57058213e+09 -7.48271091e+09 -2.92588867e+09 +5.36944934e+00 -1.17959638e+01 -4.57258585e+00
2460127.750 +2.57069811e+09 -7.48296570e+09 -2.92598744e+09 +5.36943705e+00 -1.17959280e+01 -4.57257186e+00
2460128.000 +2.57081409e+09 -7.48322049e+09 -2.92608621e+09 +5.36942476e+00 -1.17958923e+01 -4.57255787e+00
2460128.250 +2.57093007e+09 -7.48347528e+09 -2.92618497e+09 +5.36941247e+00 -1.17958565e+01 -4.57254388e+00
2460128.500 +2.57104605e+09 -7.48373007e+09 -2.92628374e+09 +5.36940018e+00 -1.17958207e+01 -4.57252989e+00
2460128.750 +2.57116203e+09 -7.48398486e+09 -2.92638251e+09 +5.36938789e+00 -1.17957849e+01 -4.57251591e+00
2460129.000 +2.57127801e+09 -7.48423965e+09 -2.92648127e+09 +5.36937561e+00 -1.17957492e+01 -4.57250192e+00
2460129.250 +2.57139399e+09 -7.48449444e+09 -2.92658004e+09 +5.36936332e+00 -1.17957134e+01 -4.57248794e+00
2460129.500 +2.57150996e+09 -7.48474922e+09 -2.92667880e+09 +5.36935103e+00 -1.17956776e+01 -4.57247396e+00
2460129.750 +2.57162594e+09 -7.48500401e+09 -2.92677757e+09 +5.36933875e+00 -1.17956419e+01 -4.57245997e+00
2460130.000 +2.57174192e+09 -7.48525880e+09 -2.92687633e+09 +5.36932647e+00 -1.17956061e+01 -4.57244599e+00
2460130.250 +2.57185790e+09 -7.48551358e+09 -2.92697510e+09 +5.36931418e+00 -1.17955704e+01 -4.57243201e+00
2460130.500 +2.57197387e+09 -7.48576836e+09 -2.92707386e+09 +5.36930190e+00 -1.17955346e+01 -4.57241803e+00
2460130.750 +2.57208985e+09 -7.48602315e+09 -2.92717263e+09 +5.36928962e+00 -1.17954989e+01 -4.57240406e+00
2460131.000 +2.57220583e+09 -7.48627793e+09 -2.92727139e+09 +5.36927734e+00 -1.17954631e+01 -4.57239008e+00
2460131.250 +2.57232180e+09 -7.48653271e+09 -2.92737015e+09 +5.36926505e+00 -1.17954274e+01 -4.57237610e+00
2460131.500 +2.57243778e+09 -7.48678749e+09 -2.92746892e+09 +5.36925277e+00 -1.17953917e+01 -4.57236213e+00
2460131.750 +2.57255376e+09 -7.48704227e+09 -2.92756768e+09 +5.36924050e+00 -1.17953559e+01 -4.57234815e+00
2460132.000 +2.57266973e+09 -7.48729705e+09 -2.92766644e+09 +5.36922822e+00 -1.17953202e+01 -4.57233418e+00
2460132.250 +2.57278571e+09 -7.48755183e+09 -2.92776520e+09 +5.36921594e+00 -1.17952844e+01 -4.57232021e+00
2460132.500 +2.57290168e+09 -7.48780661e+09 -2.92786397e+09 +5.36920366e+00 -1.17952487e+01 -4.57230624e+00
2460132.750 +2.57301766e+09 -7.48806138e+09 -2.92796273e+09 +5.36919139e+00 -1.17952130e+01 -4.57229227e+00
2460133.000 +2.57313363e+09 -7.48831616e+09 -2.92806149e+09 +5.36917911e+00 -1.17951773e+01 -4.57227830e+00
2460133.250 +2.57324960e+09 -7.48857094e+09 -2.92816025e+09 +5.36916684e+00 -1.17951415e+01 -4.57226433e+00
2460133.500 +2.57336558e+09 -7.48882571e+09 -2.92825901e+09 +5.36915456e+00 -1.17951058e+01 -4.57225036e+00
2460133.750 +2.57348155e+09 -7.48908049e+09 -2.92835777e+09 +5.36914229e+00 -1.17950701e+01 -4.57223640e+00
2460134.000 +2.57359753e+09 -7.48933526e+09 -2.92845653e+09 +5.36913002e+00 -1.17950344e+01 -4.57222243e+00
2460134.250 +2.57371350e+09 -7.48959003e+09 -2.92855529e+09 +5.36911774e+00 -1.17949987e+01 -4.57220847e+00
2460134.500 +2.57382947e+09 -7.48984480e+09 -2.92865405e+09 +5.36910547e+00 -1.17949630e+01 -4.57219450e+00
2460134.750 +2.57394544e+09 -7.49009957e+09 -2.92875281e+09 +5.36909320e+00 -1.17949273e+01 -4.57218054e+00
2460135.000 +2.57406142e+09 -7.49035434e+09 -2.92885157e+09 +5.36908093e+00 -1.17948915e+01 -4.57216658e+00
2460135.250 +2.57417739e+09 -7.49060911e+09 -2.92895033e+09 +5.36906866e+00 -1.17948558e+01 -4.57215262e+00
2460135.500 +2.57429336e+09 -7.49086388e+09 -2.92904909e+09 +5.36905640e+00 -1.17948201e+01 -4.57213866e+00
2460135.750 +2.57440933e+09 -7.49111865e+09 -2.92914784e+09 +5.36904413e+00 -1.17947844e+01 -4.57212470e+00
2460136.000 +2.57452530e+09 -7.49137342e+09 -2.92924660e+09 +5.36903186e+00 -1.17947488e+01 -4.57211074e+00
2460136.250 +2.57464127e+09 -7.49162818e+09 -2.92934536e+09 +5.36901960e+00 -1.17947131e+01 -4.57209679e+00
2460136.500 +2.57475724e+09 -7.49188295e+09 -2.92944412e+09 +5.36900733e+00 -1.17946774e+01 -4.57208283e+00
2460136.750 +2.57487321e+09 -7.49213771e+09 -2.92954287e+09 +5.36899507e+00 -1.17946417e+01 -4.57206888e+00
2460137.000 +2.57498918e+09 -7.49239248e+09 -2.92964163e+09 +5.36898280e+00 -1.17946060e+01 -4.57205492e+00
2460137.250 +2.57510515e+09 -7.49264724e+09 -2.92974039e+09 +5.36897054e+00 -1.17945703e+01 -4.57204097e+00
2460137.500 +2.57522112e+09 -7.49290200e+09 -2.92983914e+09 +5.36895828e+00 -1.17945346e+01 -4.57202702e+00
2460137.750 +2.57533709e+09 -7.49315676e+09 -2.92993790e+09 +5.36894602e+00 -1.17944990e+01 -4.57201307e+00
2460138.000 +2.57545306e+09 -7.49341152e+09 -2.93003665e+09 +5.36893376e+00 -1.17944633e+01 -4.57199912e+00
2460138.250 +2.57556903e+09 -7.49366628e+09 -2.93013541e+09 +5.36892150e+00 -1.17944276e+01 -4.57198517e+00
2460138.500 +2.57568500e+09 -7.49392104e+09 -2.93023416e+09 +5.36890924e+00 -1.17943919e+01 -4.57197123e+00
2460138.750 +2.57580097e+09 -7.49417580e+09 -2.93033292e+09 +5.36889698e+00 -1.17943563e+01 -4.57195728e+00
2460139.000 +2.57591694e+09 -7.49443056e+09 -2.93043167e+09 +5.36888472e+00 -1.17943206e+01 -4.57194333e+00
2460139.250 +2.57603290e+09 -7.49468532e+09 -2.93053043e+09 +5.36887246e+00 -1.17942849e+01 -4.57192939e+00
2460139.500 +2.57614887e+09 -7.49494007e+09 -2.93062918e+09 +5.36886021e+00 -1.17942493e+01 -4.57191545e+00
2460139.750 +2.57626484e+09 -7.49519483e+09 -2.93072793e+09 +5.36884795e+00 -1.17942136e+01 -4.57190150e+00
2460140.000 +2.57638081e+09 -7.49544958e+09 -2.93082669e+09 +5.36883570e+00 -1.17941780e+01 -4.57188756e+00
2460140.250 +2.57649677e+09 -7.49570434e+09 -2.93092544e+09 +5.36882344e+00 -1.17941423e+01 -4.57187362e+00
2460140.500 +2.57661274e+09 -7.49595909e+09 -2.93102419e+09 +5.36881119e+00 -1.17941067e+01 -4.57185968e+00
2460140.750 +2.57672871e+09 -7.49621384e+09 -2.93112294e+09 +5.36879894e+00 -1.17940710e+01 -4.57184574e+00
2460141.000 +2.57684467e+09 -7.49646859e+09 -2.93122169e+09 +5.36878668e+00 -1.17940354e+01 -4.57183181e+00
2460141.250 +2.57696064e+09 -7.49672334e+09 -2.93132045e+09 +5.36877443e+00 -1.17939997e+01 -4.57181787e+00
2460141.500 +2.57707660e+09 -7.49697809e+09 -2.93141920e+09 +5.36876218e+00 -1.17939641e+01 -4.57180394e+00
2460141.750 +2.57719257e+09 -7.49723284e+09 -2.93151795e+09 +5.36874993e+00 -1.17939285e+01 -4.57179000e+00
2460142.000 +2.57730853e+09 -7.49748759e+09 -2.93161670e+09 +5.36873768e+00 -1.17938928e+01 -4.57177607e+00
2460142.250 +2.57742450e+09 -7.49774234e+09 -2.93171545e+09 +5.36872544e+00 -1.17938572e+01 -4.57176214e+00
2460142.500 +2.57754046e+09 -7.49799709e+09 -2.93181420e+09 +5.36871319e+00 -1.17938216e+01 -4.57174820e+00
2460142.750 +2.57765643e+09 -7.49825183e+09 -2.93191295e+09 +5.36870094e+00 -1.17937859e+01 -4.57173427e+00
2460143.000 +2.57777239e+09 -7.49850658e+09 -2.93201170e+09 +5.36868869e+00 -1.17937503e+01 -4.57172034e+00
2460143.250 +2.57788835e+09 -7.49876132e+09 -2.93211045e+09 +5.36867645e+00 -1.17937147e+01 -4.57170642e+00
2460143.500 +2.57800432e+09 -7.49901607e+09 -2.93220919e+09 +5.36866420e+00 -1.17936791e+01 -4.57169249e+00
2460143.750 +2.57812028e+09 -7.49927081e+09 -2.93230794e+09 +5.36865196e+00 -1.17936435e+01 -4.57167856e+00
2460144.000 +2.57823624e+09 -7.49952555e+09 -2.93240669e+09 +5.36863972e+00 -1.17936078e+01 -4.57166464e+00
2460144.250 +2.57835220e+09 -7.49978029e+09 -2.93250544e+09 +5.36862748e+00 -1.17935722e+01 -4.57165071e+00
2460144.500 +2.57846817e+09 -7.50003503e+09 -2.93260419e+09 +5.36861523e+00 -1.17935366e+01 -4.57163679e+00
2460144.750 +2.57858413e+09 -7.50028977e+09 -2.93270293e+09 +5.36860299e+00 -1.17935010e+01 -4.57162287e+00
2460145.000 +2.57870009e+09 -7.50054451e+09 -2.93280168e+09 +5.36859075e+00 -1.17934654e+01 -4.57160894e+00
2460145.250 +2.57881605e+09 -7.50079925e+09 -2.93290043e+09 +5.36857851e+00 -1.17934298e+01 -4.57159502e+00
2460145.500 +2.57893201e+09 -7.50105399e+09 -2.93299917e+09 +5.36856627e+00 -1.17933942e+01 -4.57158110e+00
2460145.750 +2.57904797e+09 -7.50130873e+09 -2.93309792e+09 +5.36855404e+00 -1.17933586e+01 -4.57156719e+00
2460146.000 +2.57916393e+09 -7.50156346e+09 -2.93319667e+09 +5.36854180e+00 -1.17933230e+01 -4.57155327e+00
2460146.250 +2.57927989e+09 -7.50181820e+09 -2.93329541e+09 +5.36852956e+00 -1.17932874e+01 -4.57153935e+00
2460146.500 +2.57939585e+09 -7.50207293e+09 -2.93339416e+09 +5.36851733e+00 -1.17932518e+01 -4.57152544e+00
2460146.750 +2.57951181e+09 -7.50232767e+09 -2.93349290e+09 +5.36850509e+00 -1.17932163e+01 -4.57151152e+00
2460147.000 +2.57962777e+09 -7.50258240e+09 -2.93359165e+09 +5.36849286e+00 -1.17931807e+01 -4.57149761e+00
2460147.250 +2.57974373e+09 -7.50283713e+09 -2.93369039e+09 +5.36848062e+00 -1.17931451e+01 -4.57148370e+00
2460147.500 +2.57985969e+09 -7.50309186e+09 -2.93378913e+09 +5.36846839e+00 -1.17931095e+01 -4.57146978e+00
2460147.750 +2.57997565e+09 -7.50334659e+09 -2.93388788e+09 +5.36845616e+00 -1.17930739e+01 -4.57145587e+00
2460148.000 +2.58009161e+09 -7.50360132e+09 -2.93398662e+09 +5.36844393e+00 -1.17930384e+01 -4.57144196e+00
2460148.250 +2.58020757e+09 -7.50385605e+09 -2.93408536e+09 +5.36843170e+00 -1.17930028e+01 -4.57142805e+00
2460148.500 +2.58032353e+09 -7.50411078e+09 -2.93418411e+09 +5.36841947e+00 -1.17929672e+01 -4.57141415e+00
2460148.750 +2.58043948e+09 -7.50436551e+09 -2.93428285e+09 +5.36840724e+00 -1.17929317e+01 -4.57140024e+00
2460149.000 +2.58055544e+09 -7.50462024e+09 -2.93438159e+09 +5.36839501e+00 -1.17928961e+01 -4.57138633e+00
2460149.250 +2.58067140e+09 -7.50487496e+09 -2.93448033e+09 +5.36838278e+00 -1.17928605e+01 -4.57137243e+00
2460149.500 +2.58078736e+09 -7.50512969e+09 -2.93457907e+09 +5.36837055e+00 -1.17928250e+01 -4.57135853e+00
