# JD          x_km               y_km                z_km      vx_km_s        vy_km_s         vz_km_s
2460149.750 +2.58090331e+09 -7.50538441e+09 -2.93467781e+09 +5.36835833e+00 -1.17927894e+01 -4.57134462e+00
2460150.000 +2.58101927e+09 -7.50563914e+09 -2.93477656e+09 +5.36834610e+00 -1.17927539e+01 -4.57133072e+00
2460150.250 +2.58113522e+09 -7.50589386e+09 -2.93487530e+09 +5.36833388e+00 -1.17927183e+01 -4.57131682e+00
2460150.500 +2.58125118e+09 -7.50614858e+09 -2.93497404e+09 +5.36832165e+00 -1.17926828e+01 -4.57130292e+00
2460150.750 +2.58136714e+09 -7.50640330e+09 -2.93507278e+09 +5.36830943e+00 -1.17926472e+01 -4.57128902e+00
2460151.000 +2.58148309e+09 -7.50665802e+09 -2.93517152e+09 +5.36829721e+00 -1.17926117e+01 -4.57127513e+00
2460151.250 +2.58159905e+09 -7.50691274e+09 -2.93527026e+09 +5.36828498e+00 -1.17925761e+01 -4.57126123e+00
2460151.500 +2.58171500e+09 -7.50716746e+09 -2.93536899e+09 +5.36827276e+00 -1.17925406e+01 -4.57124733e+00
2460151.750 +2.58183096e+09 -7.50742218e+09 -2.93546773e+09 +5.36826054e+00 -1.17925051e+01 -4.57123344e+00
2460152.000 +2.58194691e+09 -7.50767690e+09 -2.93556647e+09 +5.36824832e+00 -1.17924695e+01 -4.57121954e+00
2460152.250 +2.58206286e+09 -7.50793162e+09 -2.93566521e+09 +5.36823610e+00 -1.17924340e+01 -4.57120565e+00
2460152.500 +2.58217882e+09 -7.50818633e+09 -2.93576395e+09 +5.36822389e+00 -1.17923985e+01 -4.57119176e+00
2460152.750 +2.58229477e+09 -7.50844105e+09 -2.93586269e+09 +5.36821167e+00 -1.17923629e+01 -4.57117787e+00
2460153.000 +2.58241072e+09 -7.50869576e+09 -2.93596142e+09 +5.36819945e+00 -1.17923274e+01 -4.57116398e+00
2460153.250 +2.58252668e+09 -7.50895048e+09 -2.93606016e+09 +5.36818724e+00 -1.17922919e+01 -4.57115009e+00
2460153.500 +2.58264263e+09 -7.50920519e+09 -2.93615890e+09 +5.36817502e+00 -1.17922564e+01 -4.57113620e+00
2460153.750 +2.58275858e+09 -7.50945990e+09 -2.93625763e+09 +5.36816281e+00 -1.17922209e+01 -4.57112231e+00
2460154.000 +2.58287454e+09 -7.50971461e+09 -2.93635637e+09 +5.36815059e+00 -1.17921854e+01 -4.57110843e+00
2460154.250 +2.58299049e+09 -7.50996932e+09 -2.93645510e+09 +5.36813838e+00 -1.17921498e+01 -4.57109454e+00
2460154.500 +2.58310644e+09 -7.51022403e+09 -2.93655384e+09 +5.36812617e+00 -1.17921143e+01 -4.57108066e+00
2460154.750 +2.58322239e+09 -7.51047874e+09 -2.93665258e+09 +5.36811395e+00 -1.17920788e+01 -4.57106678e+00
2460155.000 +2.58333834e+09 -7.51073345e+09 -2.93675131e+09 +5.36810174e+00 -1.17920433e+01 -4.57105290e+00
2460155.250 +2.58345429e+09 -7.51098816e+09 -2.93685005e+09 +5.36808953e+00 -1.17920078e+01 -4.57103901e+00
2460155.500 +2.58357024e+09 -7.51124287e+09 -2.93694878e+09 +5.36807732e+00 -1.17919723e+01 -4.57102513e+00
2460155.750 +2.58368619e+09 -7.51149757e+09 -2.93704751e+09 +5.36806511e+00 -1.17919368e+01 -4.57101126e+00
2460156.000 +2.58380214e+09 -7.51175228e+09 -2.93714625e+09 +5.36805291e+00 -1.17919013e+01 -4.57099738e+00
2460156.250 +2.58391809e+09 -7.51200698e+09 -2.93724498e+09 +5.36804070e+00 -1.17918658e+01 -4.57098350e+00
2460156.500 +2.58403404e+09 -7.51226169e+09 -2.93734371e+09 +5.36802849e+00 -1.17918304e+01 -4.57096962e+00
2460156.750 +2.58414999e+09 -7.51251639e+09 -2.93744245e+09 +5.36801629e+00 -1.17917949e+01 -4.57095575e+00
2460157.000 +2.58426594e+09 -7.51277109e+09 -2.93754118e+09 +5.36800408e+00 -1.17917594e+01 -4.57094188e+00
2460157.250 +2.58438189e+09 -7.51302579e+09 -2.93763991e+09 +5.36799188e+00 -1.17917239e+01 -4.57092800e+00
2460157.500 +2.58449784e+09 -7.51328050e+09 -2.93773864e+09 +5.36797967e+00 -1.17916884e+01 -4.57091413e+00
2460157.750 +2.58461379e+09 -7.51353520e+09 -2.93783737e+09 +5.36796747e+00 -1.17916530e+01 -4.57090026e+00
2460158.000 +2.58472973e+09 -7.51378989e+09 -2.93793611e+09 +5.36795527e+00 -1.17916175e+01 -4.57088639e+00
2460158.250 +2.58484568e+09 -7.51404459e+09 -2.93803484e+09 +5.36794307e+00 -1.17915820e+01 -4.57087252e+00
2460158.500 +2.58496163e+09 -7.51429929e+09 -2.93813357e+09 +5.36793087e+00 -1.17915465e+01 -4.57085865e+00
2460158.750 +2.58507758e+09 -7.51455399e+09 -2.93823230e+09 +5.36791867e+00 -1.17915111e+01 -4.57084478e+00
2460159.000 +2.58519352e+09 -7.51480868e+09 -2.93833103e+09 +5.36790647e+00 -1.17914756e+01 -4.57083092e+00
2460159.250 +2.58530947e+09 -7.51506338e+09 -2.93842976e+09 +5.36789427e+00 -1.17914402e+01 -4.57081705e+00
2460159.500 +2.58542542e+09 -7.51531807e+09 -2.93852849e+09 +5.36788207e+00 -1.17914047e+01 -4.57080319e+00
2460159.750 +2.58554136e+09 -7.51557277e+09 -2.93862722e+09 +5.36786987e+00 -1.17913692e+01 -4.57078933e+00
2460160.000 +2.58565731e+09 -7.51582746e+09 -2.93872595e+09 +5.36785768e+00 -1.17913338e+01 -4.57077546e+00
2460160.250 +2.58577325e+09 -7.51608215e+09 -2.93882467e+09 +5.36784548e+00 -1.17912983e+01 -4.57076160e+00
2460160.500 +2.58588920e+09 -7.51633685e+09 -2.93892340e+09 +5.36783329e+00 -1.17912629e+01 -4.57074774e+00
2460160.750 +2.58600514e+09 -7.51659154e+09 -2.93902213e+09 +5.36782109e+00 -1.17912274e+01 -4.57073388e+00
2460161.000 +2.58612109e+09 -7.51684623e+09 -2.93912086e+09 +5.36780890e+00 -1.17911920e+01 -4.57072002e+00
2460161.250 +2.58623703e+09 -7.51710092e+09 -2.93921959e+09 +5.36779671e+00 -1.17911566e+01 -4.57070617e+00
2460161.500 +2.58635298e+09 -7.51735560e+09 -2.93931831e+09 +5.36778451e+00 -1.17911211e+01 -4.57069231e+00
2460161.750 +2.58646892e+09 -7.51761029e+09 -2.93941704e+09 +5.36777232e+00 -1.17910857e+01 -4.57067846e+00
2460162.000 +2.58658487e+09 -7.51786498e+09 -2.93951577e+09 +5.36776013e+00 -1.17910503e+01 -4.57066460e+00
2460162.250 +2.58670081e+09 -7.51811967e+09 -2.93961449e+09 +5.36774794e+00 -1.17910148e+01 -4.57065075e+00
2460162.500 +2.58681675e+09 -7.51837435e+09 -2.93971322e+09 +5.36773575e+00 -1.17909794e+01 -4.57063689e+00
2460162.750 +2.58693270e+09 -7.51862904e+09 -2.93981194e+09 +5.36772356e+00 -1.17909440e+01 -4.57062304e+00
2460163.000 +2.58704864e+09 -7.51888372e+09 -2.93991067e+09 +5.36771138e+00 -1.17909086e+01 -4.57060919e+00
2460163.250 +2.58716458e+09 -7.51913840e+09 -2.94000939e+09 +5.36769919e+00 -1.17908731e+01 -4.57059534e+00
2460163.500 +2.58728052e+09 -7.51939309e+09 -2.94010812e+09 +5.36768700e+00 -1.17908377e+01 -4.57058150e+00
2460163.750 +2.58739646e+09 -7.51964777e+09 -2.94020684e+09 +5.36767482e+00 -1.17908023e+01 -4.57056765e+00
2460164.000 +2.58751241e+09 -7.51990245e+09 -2.94030557e+09 +5.36766263e+00 -1.17907669e+01 -4.57055380e+00
2460164.250 +2.58762835e+09 -7.52015713e+09 -2.94040429e+09 +5.36765045e+00 -1.17907315e+01 -4.57053996e+00
2460164.500 +2.58774429e+09 -7.52041181e+09 -2.94050301e+09 +5.36763827e+00 -1.17906961e+01 -4.57052611e+00
2460164.750 +2.58786023e+09 -7.52066649e+09 -2.94060174e+09 +5.36762608e+00 -1.17906607e+01 -4.57051227e+00
2460165.000 +2.58797617e+09 -7.52092116e+09 -2.94070046e+09 +5.36761390e+00 -1.17906253e+01 -4.57049842e+00
2460165.250 +2.58809211e+09 -7.52117584e+09 -2.94079918e+09 +5.36760172e+00 -1.17905899e+01 -4.57048458e+00
2460165.500 +2.58820805e+09 -7.52143052e+09 -2.94089791e+09 +5.36758954e+00 -1.17905545e+01 -4.57047074e+00
2460165.750 +2.58832399e+09 -7.52168519e+09 -2.94099663e+09 +5.36757736e+00 -1.17905191e+01 -4.57045690e+00
2460166.000 +2.58843993e+09 -7.52193987e+09 -2.94109535e+09 +5.36756518e+00 -1.17904837e+01 -4.57044306e+00
2460166.250 +2.58855587e+09 -7.52219454e+09 -2.94119407e+09 +5.36755300e+00 -1.17904483e+01 -4.57042923e+00
2460166.500 +2.58867181e+09 -7.52244922e+09 -2.94129279e+09 +5.36754083e+00 -1.17904129e+01 -4.57041539e+00
2460166.750 +2.58878775e+09 -7.52270389e+09 -2.94139151e+09 +5.36752865e+00 -1.17903775e+01 -4.57040155e+00
2460167.000 +2.58890369e+09 -7.52295856e+09 -2.94149023e+09 +5.36751647e+00 -1.17903421e+01 -4.57038772e+00
2460167.250 +2.58901962e+09 -7.52321323e+09 -2.94158895e+09 +5.36750430e+00 -1.17903067e+01 -4.57037389e+00
2460167.500 +2.58913556e+09 -7.52346790e+09 -2.94168767e+09 +5.36749212e+00 -1.17902714e+01 -4.57036005e+00
2460167.750 +2.58925150e+09 -7.52372257e+09 -2.94178639e+09 +5.36747995e+00 -1.17902360e+01 -4.57034622e+00
2460168.000 +2.58936744e+09 -7.52397724e+09 -2.94188511e+09 +5.36746778e+00 -1.17902006e+01 -4.57033239e+00
2460168.250 +2.58948337e+09 -7.52423191e+09 -2.94198383e+09 +5.36745560e+00 -1.17901652e+01 -4.57031856e+00
2460168.500 +2.58959931e+09 -7.52448658e+09 -2.94208255e+09 +5.36744343e+00 -1.17901299e+01 -4.57030473e+00
2460168.750 +2.58971525e+09 -7.52474124e+09 -2.94218127e+09 +5.36743126e+00 -1.17900945e+01 -4.57029090e+00
2460169.000 +2.58983118e+09 -7.52499591e+09 -2.94227999e+09 +5.36741909e+00 -1.17900592e+01 -4.57027708e+00
2460169.250 +2.58994712e+09 -7.52525057e+09 -2.94237870e+09 +5.36740692e+00 -1.17900238e+01 -4.57026325e+00
2460169.500 +2.59006306e+09 -7.52550524e+09 -2.94247742e+09 +5.36739475e+00 -1.17899884e+01 -4.57024943e+00
2460169.750 +2.59017899e+09 -7.52575990e+09 -2.94257614e+09 +5.36738258e+00 -1.17899531e+01 -4.57023560e+00
2460170.000 +2.59029493e+09 -7.52601456e+09 -2.94267486e+09 +5.36737042e+00 -1.17899177e+01 -4.57022178e+00
2460170.250 +2.59041086e+09 -7.52626922e+09 -2.94277357e+09 +5.36735825e+00 -1.17898824e+01 -4.57020796e+00
2460170.500 +2.59052680e+09 -7.52652389e+09 -2.94287229e+09 +5.36734609e+00 -1.17898470e+01 -4.57019414e+00
2460170.750 +2.59064273e+09 -7.52677855e+09 -2.94297101e+09 +5.36733392e+00 -1.17898117e+01 -4.57018032e+00
2460171.000 +2.59075867e+09 -7.52703320e+09 -2.94306972e+09 +5.36732176e+00 -1.17897763e+01 -4.57016650e+00
2460171.250 +2.59087460e+09 -7.52728786e+09 -2.94316844e+09 +5.36730959e+00 -1.17897410e+01 -4.57015268e+00
2460171.500 +2.59099053e+09 -7.52754252e+09 -2.94326715e+09 +5.36729743e+00 -1.17897057e+01 -4.57013886e+00
2460171.750 +2.59110647e+09 -7.52779718e+09 -2.94336587e+09 +5.36728527e+00 -1.17896703e+01 -4.57012505e+00
2460172.000 +2.59122240e+09 -7.52805184e+09 -2.94346458e+09 +5.36727311e+00 -1.17896350e+01 -4.57011123e+00
2460172.250 +2.59133833e+09 -7.52830649e+09 -2.94356330e+09 +5.36726094e+00 -1.17895997e+01 -4.57009742e+00
2460172.500 +2.59145427e+09 -7.52856115e+09 -2.94366201e+09 +5.36724878e+00 -1.17895643e+01 -4.57008360e+00
2460172.750 +2.59157020e+09 -7.52881580e+09 -2.94376072e+09 +5.36723663e+00 -1.17895290e+01 -4.57006979e+00
2460173.000 +2.59168613e+09 -7.52907045e+09 -2.94385944e+09 +5.36722447e+00 -1.17894937e+01 -4.57005598e+00
2460173.250 +2.59180206e+09 -7.52932511e+09 -2.94395815e+09 +5.36721231e+00 -1.17894584e+01 -4.57004217e+00
2460173.500 +2.59191799e+09 -7.52957976e+09 -2.94405686e+09 +5.36720015e+00 -1.17894230e+01 -4.57002836e+00
2460173.750 +2.59203393e+09 -7.52983441e+09 -2.94415557e+09 +5.36718800e+00 -1.17893877e+01 -4.57001455e+00
2460174.000 +2.59214986e+09 -7.53008906e+09 -2.94425429e+09 +5.36717584e+00 -1.17893524e+01 -4.57000075e+00
2460174.250 +2.59226579e+09 -7.53034371e+09 -2.94435300e+09 +5.36716368e+00 -1.17893171e+01 -4.56998694e+00
2460174.500 +2.59238172e+09 -7.53059836e+09 -2.94445171e+09 +5.36715153e+00 -1.17892818e+01 -4.56997313e+00
2460174.750 +2.59249765e+09 -7.53085301e+09 -2.94455042e+09 +5.36713938e+00 -1.17892465e+01 -4.56995933e+00
2460175.000 +2.59261358e+09 -7.53110765e+09 -2.94464913e+09 +5.36712722e+00 -1.17892112e+01 -4.56994553e+00
2460175.250 +2.59272951e+09 -7.53136230e+09 -2.94474784e+09 +5.36711507e+00 -1.17891759e+01 -4.56993172e+00
2460175.500 +2.59284544e+09 -7.53161695e+09 -2.94484655e+09 +5.36710292e+00 -1.17891406e+01 -4.56991792e+00
2460175.750 +2.59296137e+09 -7.53187159e+09 -2.94494526e+09 +5.36709077e+00 -1.17891053e+01 -4.56990412e+00
2460176.000 +2.59307730e+09 -7.53212624e+09 -2.94504397e+09 +5.36707862e+00 -1.17890700e+01 -4.56989032e+00
2460176.250 +2.59319323e+09 -7.53238088e+09 -2.94514268e+09 +5.36706647e+00 -1.17890347e+01 -4.56987652e+00
2460176.500 +2.59330915e+09 -7.53263552e+09 -2.94524139e+09 +5.36705432e+00 -1.17889994e+01 -4.56986273e+00
2460176.750 +2.59342508e+09 -7.53289016e+09 -2.94534010e+09 +5.36704217e+00 -1.17889641e+01 -4.56984893e+00
2460177.000 +2.59354101e+09 -7.53314481e+09 -2.94543881e+09 +5.36703003e+00 -1.17889289e+01 -4.56983513e+00
2460177.250 +2.59365694e+09 -7.53339945e+09 -2.94553752e+09 +5.36701788e+00 -1.17888936e+01 -4.56982134e+00
2460177.500 +2.59377286e+09 -7.53365409e+09 -2.94563623e+09 +5.36700574e+00 -1.17888583e+01 -4.56980755e+00
2460177.750 +2.59388879e+09 -7.53390872e+09 -2.94573493e+09 +5.36699359e+00 -1.17888230e+01 -4.56979375e+00
2460178.000 +2.59400472e+09 -7.53416336e+09 -2.94583364e+09 +5.36698145e+00 -1.17887877e+01 -4.56977996e+00
2460178.250 +2.59412065e+09 -7.53441800e+09 -2.94593235e+09 +5.36696930e+00 -1.17887525e+01 -4.56976617e+00
2460178.500 +2.59423657e+09 -7.53467264e+09 -2.94603105e+09 +5.36695716e+00 -1.17887172e+01 -4.56975238e+00
2460178.750 +2.59435250e+09 -7.53492727e+09 -2.94612976e+09 +5.36694502e+00 -1.17886819e+01 -4.56973859e+00
2460179.000 +2.59446842e+09 -7.53518191e+09 -2.94622847e+09 +5.36693288e+00 -1.17886467e+01 -4.56972481e+00
2460179.250 +2.59458435e+09 -7.53543654e+09 -2.94632717e+09 +5.36692074e+00 -1.17886114e+01 -4.56971102e+00
2460179.500 +2.59470028e+09 -7.53569118e+09 -2.94642588e+09 +5.36690860e+00 -1.17885762e+01 -4.56969723e+00
2460179.750 +2.59481620e+09 -7.53594581e+09 -2.94652458e+09 +5.36689646e+00 -1.17885409e+01 -4.56968345e+00
2460180.000 +2.59493213e+09 -7.53620044e+09 -2.94662329e+09 +5.36688432e+00 -1.17885057e+01 -4.56966966e+00
2460180.250 +2.59504805e+09 -7.53645507e+09 -2.94672199e+09 +5.36687218e+00 -1.17884704e+01 -4.56965588e+00
2460180.500 +2.59516397e+09 -7.53670970e+09 -2.94682070e+09 +5.36686005e+00 -1.17884352e+01 -4.56964210e+00
2460180.750 +2.59527990e+09 -7.53696433e+09 -2.94691940e+09 +5.36684791e+00 -1.17883999e+01 -4.56962832e+00
2460181.000 +2.59539582e+09 -7.53721896e+09 -2.94701811e+09 +5.36683577e+00 -1.17883647e+01 -4.56961454e+00
2460181.250 +2.59551175e+09 -7.53747359e+09 -2.94711681e+09 +5.36682364e+00 -1.17883294e+01 -4.56960076e+00
2460181.500 +2.59562767e+09 -7.53772822e+09 -2.94721551e+09 +5.36681151e+00 -1.17882942e+01 -4.56958698e+00
2460181.750 +2.59574359e+09 -7.53798284e+09 -2.94731422e+09 +5.36679937e+00 -1.17882590e+01 -4.56957320e+00
2460182.000 +2.59585951e+09 -7.53823747e+09 -2.94741292e+09 +5.36678724e+00 -1.17882237e+01 -4.56955943e+00
2460182.250 +2.59597544e+09 -7.53849210e+09 -2.94751162e+09 +5.36677511e+00 -1.17881885e+01 -4.56954565e+00
2460182.500 +2.59609136e+09 -7.53874672e+09 -2.94761032e+09 +5.36676298e+00 -1.17881533e+01 -4.56953188e+00
2460182.750 +2.59620728e+09 -7.53900134e+09 -2.94770902e+09 +5.36675085e+00 -1.17881180e+01 -4.56951811e+00
2460183.000 +2.59632320e+09 -7.53925597e+09 -2.94780773e+09 +5.36673872e+00 -1.17880828e+01 -4.56950433e+00
2460183.250 +2.59643912e+09 -7.53951059e+09 -2.94790643e+09 +5.36672659e+00 -1.17880476e+01 -4.56949056e+00
2460183.500 +2.59655505e+09 -7.53976521e+09 -2.94800513e+09 +5.36671446e+00 -1.17880124e+01 -4.56947679e+00
2460183.750 +2.59667097e+09 -7.54001983e+09 -2.94810383e+09 +5.36670233e+00 -1.17879772e+01 -4.56946302e+00
2460184.000 +2.59678689e+09 -7.54027445e+09 -2.94820253e+09 +5.36669021e+00 -1.17879419e+01 -4.56944926e+00
2460184.250 +2.59690281e+09 -7.54052907e+09 -2.94830123e+09 +5.36667808e+00 -1.17879067e+01 -4.56943549e+00
2460184.500 +2.59701873e+09 -7.54078369e+09 -2.94839993e+09 +5.36666595e+00 -1.17878715e+01 -4.56942172e+00
2460184.750 +2.59713465e+09 -7.54103831e+09 -2.94849863e+09 +5.36665383e+00 -1.17878363e+01 -4.56940796e+00
2460185.000 +2.59725057e+09 -7.54129292e+09 -2.94859733e+09 +5.36664171e+00 -1.17878011e+01 -4.56939419e+00
2460185.250 +2.59736649e+09 -7.54154754e+09 -2.94869603e+09 +5.36662958e+00 -1.17877659e+01 -4.56938043e+00
2460185.500 +2.59748241e+09 -7.54180215e+09 -2.94879472e+09 +5.36661746e+00 -1.17877307e+01 -4.56936667e+00
2460185.750 +2.59759832e+09 -7.54205677e+09 -2.94889342e+09 +5.36660534e+00 -1.17876955e+01 -4.56935291e+00
2460186.000 +2.59771424e+09 -7.54231138e+09 -2.94899212e+09 +5.36659322e+00 -1.17876603e+01 -4.56933914e+00
2460186.250 +2.59783016e+09 -7.54256600e+09 -2.94909082e+09 +5.36658110e+00 -1.17876251e+01 -4.56932539e+00
2460186.500 +2.59794608e+09 -7.54282061e+09 -2.94918952e+09 +5.36656898e+00 -1.17875899e+01 -4.56931163e+00
2460186.750 +2.59806200e+09 -7.54307522e+09 -2.94928821e+09 +5.36655686e+00 -1.17875548e+01 -4.56929787e+00
2460187.000 +2.59817791e+09 -7.54332983e+09 -2.94938691e+09 +5.36654474e+00 -1.17875196e+01 -4.56928411e+00
2460187.250 +2.59829383e+09 -7.54358444e+09 -2.94948561e+09 +5.36653262e+00 -1.17874844e+01 -4.56927036e+00
2460187.500 +2.59840975e+09 -7.54383905e+09 -2.94958430e+09 +5.36652051e+00 -1.17874492e+01 -4.56925660e+00
2460187.750 +2.59852566e+09 -7.54409366e+09 -2.94968300e+09 +5.36650839e+00 -1.17874140e+01 -4.56924285e+00
2460188.000 +2.59864158e+09 -7.54434827e+09 -2.94978169e+09 +5.36649628e+00 -1.17873789e+01 -4.56922910e+00
2460188.250 +2.59875750e+09 -7.54460287e+09 -2.94988039e+09 +5.36648416e+00 -1.17873437e+01 -4.56921534e+00
2460188.500 +2.59887341e+09 -7.54485748e+09 -2.94997908e+09 +5.36647205e+00 -1.17873085e+01 -4.56920159e+00
2460188.750 +2.59898933e+09 -7.54511209e+09 -2.95007778e+09 +5.36645993e+00 -1.17872734e+01 -4.56918784e+00
2460189.000 +2.59910524e+09 -7.54536669e+09 -2.95017647e+09 +5.36644782e+00 -1.17872382e+01 -4.56917410e+00
2460189.250 +2.59922116e+09 -7.54562129e+09 -2.95027517e+09 +5.36643571e+00 -1.17872030e+01 -4.56916035e+00
2460189.500 +2.59933707e+09 -7.54587590e+09 -2.95037386e+09 +5.36642360e+00 -1.17871679e+01 -4.56914660e+00
2460189.750 +2.59945299e+09 -7.54613050e+09 -2.95047255e+09 +5.36641149e+00 -1.17871327e+01 -4.56913286e+00
2460190.000 +2.59956890e+09 -7.54638510e+09 -2.95057125e+09 +5.36639938e+00 -1.17870976e+01 -4.56911911e+00
2460190.250 +2.59968482e+09 -7.54663970e+09 -2.95066994e+09 +5.36638727e+00 -1.17870624e+01 -4.56910537e+00
2460190.500 +2.59980073e+09 -7.54689430e+09 -2.95076863e+09 +5.36637516e+00 -1.17870273e+01 -4.56909162e+00
2460190.750 +2.59991665e+09 -7.54714890e+09 -2.95086732e+09 +5.36636306e+00 -1.17869921e+01 -4.56907788e+00
2460191.000 +2.60003256e+09 -7.54740350e+09 -2.95096602e+09 +5.36635095e+00 -1.17869570e+01 -4.56906414e+00
2460191.250 +2.60014847e+09 -7.54765810e+09 -2.95106471e+09 +5.36633884e+00 -1.17869218e+01 -4.56905040e+00
2460191.500 +2.60026438e+09 -7.54791270e+09 -2.95116340e+09 +5.36632674e+00 -1.17868867e+01 -4.56903666e+00
2460191.750 +2.60038030e+09 -7.54816729e+09 -2.95126209e+09 +5.36631463e+00 -1.17868515e+01 -4.56902292e+00
2460192.000 +2.60049621e+09 -7.54842189e+09 -2.95136078e+09 +5.36630253e+00 -1.17868164e+01 -4.56900919e+00
2460192.250 +2.60061212e+09 -7.54867648e+09 -2.95145947e+09 +5.36629043e+00 -1.17867813e+01 -4.56899545e+00
2460192.500 +2.60072803e+09 -7.54893108e+09 -2.95155816e+09 +5.36627833e+00 -1.17867462e+01 -4.56898171e+00
2460192.750 +2.60084394e+09 -7.54918567e+09 -2.95165685e+09 +5.36626622e+00 -1.17867110e+01 -4.56896798e+00
2460193.000 +2.60095986e+09 -7.54944026e+09 -2.95175554e+09 +5.36625412e+00 -1.17866759e+01 -4.56895425e+00
2460193.250 +2.60107577e+09 -7.54969485e+09 -2.95185423e+09 +5.36624202e+00 -1.17866408e+01 -4.56894052e+00
2460193.500 +2.60119168e+09 -7.54994944e+09 -2.95195292e+09 +5.36622992e+00 -1.17866057e+01 -4.56892678e+00
2460193.750 +2.60130759e+09 -7.55020404e+09 -2.95205161e+09 +5.36621783e+00 -1.17865705e+01 -4.56891305e+00
2460194.000 +2.60142350e+09 -7.55045862e+09 -2.95215030e+09 +5.36620573e+00 -1.17865354e+01 -4.56889932e+00
2460194.250 +2.60153941e+09 -7.55071321e+09 -2.95224898e+09 +5.36619363e+00 -1.17865003e+01 -4.56888560e+00
2460194.500 +2.60165532e+09 -7.55096780e+09 -2.95234767e+09 +5.36618153e+00 -1.17864652e+01 -4.56887187e+00
2460194.750 +2.60177123e+09 -7.55122239e+09 -2.95244636e+09 +5.36616944e+00 -1.17864301e+01 -4.56885814e+00
2460195.000 +2.60188714e+09 -7.55147698e+09 -2.95254505e+09 +5.36615734e+00 -1.17863950e+01 -4.56884442e+00
2460195.250 +2.60200304e+09 -7.55173156e+09 -2.95264373e+09 +5.36614525e+00 -1.17863599e+01 -4.56883069e+00
2460195.500 +2.60211895e+09 -7.55198615e+09 -2.95274242e+09 +5.36613316e+00 -1.17863248e+01 -4.56881697e+00
2460195.750 +2.60223486e+09 -7.55224073e+09 -2.95284111e+09 +5.36612106e+00 -1.17862897e+01 -4.56880325e+00
2460196.000 +2.60235077e+09 -7.55249531e+09 -2.95293979e+09 +5.36610897e+00 -1.17862546e+01 -4.56878952e+00
2460196.250 +2.60246668e+09 -7.55274990e+09 -2.95303848e+09 +5.36609688e+00 -1.17862195e+01 -4.56877580e+00
2460196.500 +2.60258259e+09 -7.55300448e+09 -2.95313716e+09 +5.36608479e+00 -1.17861844e+01 -4.56876208e+00
2460196.750 +2.60269849e+09 -7.55325906e+09 -2.95323585e+09 +5.36607270e+00 -1.17861493e+01 -4.56874837e+00
2460197.000 +2.60281440e+09 -7.55351364e+09 -2.95333453e+09 +5.36606061e+00 -1.17861143e+01 -4.56873465e+00
2460197.250 +2.60293031e+09 -7.55376822e+09 -2.95343322e+09 +5.36604852e+00 -1.17860792e+01 -4.56872093e+00
2460197.500 +2.60304621e+09 -7.55402280e+09 -2.95353190e+09 +5.36603643e+00 -1.17860441e+01 -4.56870722e+00
2460197.750 +2.60316212e+09 -7.55427738e+09 -2.95363059e+09 +5.36602435e+00 -1.17860090e+01 -4.56869350e+00
2460198.000 +2.60327802e+09 -7.55453195e+09 -2.95372927e+09 +5.36601226e+00 -1.17859739e+01 -4.56867979e+00
2460198.250 +2.60339393e+09 -7.55478653e+09 -2.95382795e+09 +5.36600017e+00 -1.17859389e+01 -4.56866607e+00
2460198.500 +2.60350984e+09 -7.55504111e+09 -2.95392664e+09 +5.36598809e+00 -1.17859038e+01 -4.56865236e+00
2460198.750 +2.60362574e+09 -7.55529568e+09 -2.95402532e+09 +5.36597600e+00 -1.17858687e+01 -4.56863865e+00
2460199.000 +2.60374165e+09 -7.55555026e+09 -2.95412400e+09 +5.36596392e+00 -1.17858337e+01 -4.56862494e+00
2460199.250 +2.60385755e+09 -7.55580483e+09 -2.95422268e+09 +5.36595184e+00 -1.17857986e+01 -4.56861123e+00
2460199.500 +2.60397346e+09 -7.55605940e+09 -2.95432136e+09 +5.36593976e+00 -1.17857635e+01 -4.56859752e+00
2460199.750 +2.60408936e+09 -7.55631398e+09 -2.95442005e+09 +5.36592767e+00 -1.17857285e+01 -4.56858382e+00
2460200.000 +2.60420526e+09 -7.55656855e+09 -2.95451873e+09 +5.36591559e+00 -1.17856934e+01 -4.56857011e+00
2460200.250 +2.60432117e+09 -7.55682312e+09 -2.95461741e+09 +5.36590351e+00 -1.17856584e+01 -4.56855641e+00
2460200.500 +2.60443707e+09 -7.55707769e+09 -2.95471609e+09 +5.36589143e+00 -1.17856233e+01 -4.56854270e+00
2460200.750 +2.60455297e+09 -7.55733226e+09 -2.95481477e+09 +5.36587936e+00 -1.17855883e+01 -4.56852900e+00
2460201.000 +2.60466888e+09 -7.55758682e+09 -2.95491345e+09 +5.36586728e+00 -1.17855532e+01 -4.56851530e+00
