#Time (UTC),x (km),y (km),z (km),Sun-NH Dist (km),Sun-NH Dist (AU),Vx (km/sec),Vy (km/sec),Vz (km/sec),Velocity (km/sec)
8/28/23,2584720301,-7542585092,-2946578310,8500217212,56.82,5.303879,-11.778276,-4.555005,13.696969
8/29/23,2585178554,-7543602730,-2946971860,8501395970,56.83,5.303809,-11.778143,-4.554953,13.696811
8/30/23,2585636800,-7544620356,-2947365406,8502574716,56.84,5.303738,-11.77801,-4.5549,13.696652
8/31/23,2586095040,-7545637970,-2947758947,8503753450,56.84,5.303668,-11.777878,-4.554848,13.696494
9/1/23,2586553273,-7546655573,-2948152484,8504932171,56.85,5.303598,-11.777746,-4.554796,13.696336
9/2/23,2587011501,-7547673164,-2948546016,8506110880,56.86,5.303528,-11.777614,-4.554744,13.696178
9/3/23,2587469723,-7548690745,-2948939543,8507289577,56.87,5.303458,-11.777482,-4.554693,13.69602
9/4/23,2587927939,-7549708313,-2949333067,8508468262,56.88,5.303387,-11.77735,-4.554641,13.695862
9/5/23,2588386148,-7550725871,-2949726585,8509646935,56.88,5.303317,-11.777219,-4.554589,13.695705
9/6/23,2588844352,-7551743417,-2950120100,8510825595,56.89,5.303247,-11.777087,-4.554537,13.695548
9/7/23,2589302549,-7552760951,-2950513609,8512004243,56.90,5.303177,-11.776956,-4.554486,13.69539
9/8/23,2589760741,-7553778475,-2950907115,8513182879,56.91,5.303106,-11.776825,-4.554434,13.695233
9/9/23,2590218926,-7554795987,-2951300616,8514361503,56.91,5.303036,-11.776694,-4.554383,13.695077
9/10/23,2590677106,-7555813487,-2951694112,8515540115,56.92,5.302966,-11.776564,-4.554332,13.69492
9/11/23,2591135279,-7556830977,-2952087604,8516718715,56.93,5.302895,-11.776433,-4.554281,13.694764
9/12/23,2591593446,-7557848455,-2952481092,8517897303,56.94,5.302825,-11.776303,-4.554229,13.694607
9/13/23,2592051607,-7558865922,-2952874575,8519075878,56.95,5.302755,-11.776173,-4.554178,13.694452
9/14/23,2592509762,-7559883378,-2953268054,8520254442,56.95,5.302685,-11.776043,-4.554128,13.694296
9/15/23,2592967911,-7560900822,-2953661528,8521432993,56.96,5.302615,-11.775914,-4.554077,13.69414
9/16/23,2593426054,-7561918256,-2954054998,8522611533,56.97,5.302545,-11.775784,-4.554026,13.693985
9/17/23,2593884191,-7562935678,-2954448464,8523790060,56.98,5.302475,-11.775655,-4.553975,13.69383
9/18/23,2594342321,-7563953089,-2954841925,8524968576,56.99,5.302405,-11.775526,-4.553925,13.693676
9/19/23,2594800446,-7564970489,-2955235382,8526147079,56.99,5.302335,-11.775398,-4.553875,13.693521
9/20/23,2595258565,-7565987878,-2955628835,8527325571,57.00,5.302265,-11.775269,-4.553824,13.693367
9/21/23,2595716677,-7567005255,-2956022283,8528504051,57.01,5.302196,-11.775141,-4.553774,13.693213
9/22/23,2596174784,-7568022622,-2956415727,8529682519,57.02,5.302126,-11.775013,-4.553724,13.693059
9/23/23,2596632885,-7569039978,-2956809167,8530860975,57.03,5.302057,-11.774885,-4.553674,13.692905
9/24/23,2597090980,-7570057322,-2957202602,8532039419,57.03,5.301988,-11.774757,-4.553624,13.692752
9/25/23,2597549068,-7571074656,-2957596033,8533217851,57.04,5.301919,-11.774629,-4.553574,13.692599
9/26/23,2598007151,-7572091978,-2957989459,8534396272,57.05,5.30185,-11.774501,-4.553524,13.692446
9/27/23,2598465228,-7573109289,-2958382882,8535574680,57.06,5.301781,-11.774374,-4.553474,13.692293
9/28/23,2598923299,-7574126590,-2958776300,8536753077,57.06,5.301712,-11.774247,-4.553425,13.692141
9/29/23,2599381364,-7575143879,-2959169713,8537931463,57.07,5.301644,-11.774119,-4.553375,13.691988
9/30/23,2599839423,-7576161158,-2959563123,8539109836,57.08,5.301576,-11.773992,-4.553325,13.691836
10/1/23,2600297476,-7577178425,-2959956528,8540288198,57.09,5.301508,-11.773865,-4.553276,13.691684
10/2/23,2600755524,-7578195682,-2960349929,8541466548,57.10,5.30144,-11.773738,-4.553226,13.691532
10/3/23,2601213565,-7579212927,-2960743326,8542644886,57.10,5.301372,-11.773611,-4.553177,13.69138
10/4/23,2601671601,-7580230162,-2961136718,8543823212,57.11,5.301304,-11.773484,-4.553127,13.691228
10/5/23,2602129630,-7581247385,-2961530106,8545001527,57.12,5.301237,-11.773357,-4.553078,13.691076
10/6/23,2602587654,-7582264598,-2961923490,8546179830,57.13,5.301169,-11.773231,-4.553028,13.690925
10/7/23,2603045672,-7583281799,-2962316869,8547358121,57.14,5.301102,-11.773104,-4.552979,13.690773
10/8/23,2603503685,-7584298990,-2962710245,8548536401,57.14,5.301034,-11.772978,-4.55293,13.690622
10/9/23,2603961691,-7585316170,-2963103615,8549714669,57.15,5.300967,-11.772851,-4.55288,13.690471
10/10/23,2604419692,-7586333339,-2963496982,8550892925,57.16,5.3009,-11.772725,-4.552831,13.69032
10/11/23,2604877687,-7587350497,-2963890345,8552071170,57.17,5.300833,-11.772598,-4.552782,13.690169
10/12/23,2605335676,-7588367644,-2964283703,8553249403,57.17,5.300765,-11.772472,-4.552732,13.690018
10/13/23,2605793659,-7589384780,-2964677057,8554427624,57.18,5.300699,-11.772346,-4.552683,13.689867
10/14/23,2606251636,-7590401905,-2965070407,8555605834,57.19,5.300632,-11.77222,-4.552634,13.689716
10/15/23,2606709608,-7591419019,-2965463752,8556784032,57.20,5.300565,-11.772094,-4.552585,13.689566
10/16/23,2607167574,-7592436123,-2965857093,8557962219,57.21,5.300498,-11.771968,-4.552536,13.689415
10/17/23,2607625534,-7593453215,-2966250430,8559140394,57.21,5.300431,-11.771842,-4.552487,13.689265
10/18/23,2608083488,-7594470297,-2966643763,8560318557,57.22,5.300365,-11.771716,-4.552438,13.689115
10/19/23,2608541437,-7595487368,-2967037091,8561496708,57.23,5.300298,-11.771591,-4.552389,13.688965
10/20/23,2608999380,-7596504428,-2967430416,8562674849,57.24,5.300232,-11.771465,-4.55234,13.688815
10/21/23,2609457317,-7597521477,-2967823736,8563852977,57.25,5.300166,-11.771339,-4.552291,13.688665
10/22/23,2609915249,-7598538515,-2968217052,8565031094,57.25,5.300099,-11.771214,-4.552242,13.688515
10/23/23,2610373174,-7599555543,-2968610363,8566209199,57.26,5.300033,-11.771089,-4.552193,13.688365
10/24/23,2610831094,-7600572560,-2969003671,8567387293,57.27,5.299967,-11.770964,-4.552144,13.688216
10/25/23,2611289009,-7601589565,-2969396974,8568565376,57.28,5.299901,-11.770838,-4.552096,13.688067
10/26/23,2611746917,-7602606561,-2969790273,8569743446,57.29,5.299835,-11.770713,-4.552047,13.687917
10/27/23,2612204820,-7603623545,-2970183567,8570921506,57.29,5.29977,-11.770588,-4.551998,13.687768
10/28/23,2612662718,-7604640518,-2970576858,8572099554,57.30,5.299704,-11.770464,-4.55195,13.687619
10/29/23,2613120609,-7605657481,-2970970144,8573277590,57.31,5.299638,-11.770339,-4.551901,13.68747
10/30/23,2613578495,-7606674433,-2971363426,8574455615,57.32,5.299573,-11.770214,-4.551852,13.687322
10/31/23,2614036375,-7607691374,-2971756704,8575633628,57.32,5.299507,-11.770089,-4.551804,13.687173
11/1/23,2614494250,-7608708304,-2972149978,8576811630,57.33,5.299442,-11.769965,-4.551755,13.687024
11/2/23,2614952119,-7609725224,-2972543248,8577989620,57.34,5.299377,-11.76984,-4.551707,13.686876
11/3/23,2615409982,-7610742133,-2972936513,8579167599,57.35,5.299312,-11.769716,-4.551658,13.686728
11/4/23,2615867840,-7611759031,-2973329774,8580345567,57.36,5.299247,-11.769592,-4.55161,13.686579
11/5/23,2616325692,-7612775918,-2973723031,8581523523,57.36,5.299182,-11.769467,-4.551562,13.686431
11/6/23,2616783539,-7613792795,-2974116284,8582701467,57.37,5.299117,-11.769343,-4.551513,13.686283
11/7/23,2617241380,-7614809661,-2974509533,8583879401,57.38,5.299052,-11.769219,-4.551465,13.686135
11/8/23,2617699215,-7615826516,-2974902777,8585057323,57.39,5.298988,-11.769095,-4.551417,13.685988
11/9/23,2618157045,-7616843360,-2975296018,8586235233,57.40,5.298923,-11.768971,-4.551368,13.68584
11/10/23,2618614869,-7617860194,-2975689254,8587413132,57.40,5.298859,-11.768847,-4.55132,13.685693
11/11/23,2619072687,-7618877017,-2976082486,8588591020,57.41,5.298795,-11.768723,-4.551272,13.685545
11/12/23,2619530501,-7619893829,-2976475713,8589768896,57.42,5.29873,-11.768599,-4.551224,13.685398
11/13/23,2619988308,-7620910631,-2976868937,8590946761,57.43,5.298666,-11.768476,-4.551176,13.68525
11/14/23,2620446110,-7621927422,-2977262157,8592124614,57.43,5.298602,-11.768352,-4.551127,13.685103
11/15/23,2620903907,-7622944202,-2977655372,8593302456,57.44,5.298538,-11.768228,-4.551079,13.684956
11/16/23,2621361697,-7623960972,-2978048583,8594480287,57.45,5.298474,-11.768105,-4.551031,13.684809
11/17/23,2621819483,-7624977731,-2978441790,8595658107,57.46,5.298411,-11.767981,-4.550983,13.684662
11/18/23,2622277263,-7625994479,-2978834993,8596835915,57.47,5.298347,-11.767858,-4.550935,13.684515
11/19/23,2622735037,-7627011216,-2979228192,8598013712,57.47,5.298284,-11.767734,-4.550887,13.684369
11/20/23,2623192806,-7628027943,-2979621386,8599191497,57.48,5.29822,-11.767611,-4.550839,13.684222
11/21/23,2623650570,-7629044659,-2980014577,8600369271,57.49,5.298157,-11.767487,-4.550791,13.684076
11/22/23,2624108328,-7630061365,-2980407763,8601547034,57.50,5.298094,-11.767364,-4.550743,13.683929
11/23/23,2624566080,-7631078060,-2980800945,8602724786,57.51,5.29803,-11.767241,-4.550695,13.683783
11/24/23,2625023827,-7632094744,-2981194123,8603902526,57.51,5.297967,-11.767118,-4.550647,13.683636
11/25/23,2625481569,-7633111418,-2981587297,8605080255,57.52,5.297904,-11.766994,-4.550599,13.68349
11/26/23,2625939305,-7634128081,-2981980467,8606257973,57.53,5.297841,-11.766871,-4.550551,13.683344
11/27/23,2626397036,-7635144733,-2982373632,8607435679,57.54,5.297779,-11.766748,-4.550504,13.683198
11/28/23,2626854761,-7636161375,-2982766794,8608613374,57.55,5.297716,-11.766625,-4.550456,13.683052
11/29/23,2627312481,-7637178006,-2983159951,8609791058,57.55,5.297653,-11.766502,-4.550408,13.682906
11/30/23,2627770196,-7638194627,-2983553104,8610968731,57.56,5.297591,-11.766379,-4.55036,13.68276
12/1/23,2628227905,-7639211236,-2983946253,8612146392,57.57,5.297528,-11.766256,-4.550312,13.682614
12/2/23,2628685609,-7640227836,-2984339398,8613324042,57.58,5.297466,-11.766133,-4.550265,13.682468
12/3/23,2629143307,-7641244424,-2984732539,8614501681,57.58,5.297403,-11.766011,-4.550217,13.682323
12/4/23,2629601000,-7642261002,-2985125676,8615679308,57.59,5.297341,-11.765888,-4.550169,13.682177
12/5/23,2630058688,-7643277570,-2985518808,8616856925,57.60,5.297279,-11.765765,-4.550121,13.682032
12/6/23,2630516370,-7644294126,-2985911937,8618034530,57.61,5.297216,-11.765642,-4.550074,13.681886
12/7/23,2630974047,-7645310673,-2986305061,8619212124,57.62,5.297154,-11.76552,-4.550026,13.681741
12/8/23,2631431718,-7646327208,-2986698181,8620389706,57.62,5.297092,-11.765397,-4.549978,13.681596
12/9/23,2631889384,-7647343733,-2987091297,8621567278,57.63,5.29703,-11.765275,-4.549931,13.681451
12/10/23,2632347045,-7648360248,-2987484409,8622744838,57.64,5.296969,-11.765153,-4.549883,13.681306
12/11/23,2632804700,-7649376752,-2987877517,8623922387,57.65,5.296907,-11.76503,-4.549836,13.681161
12/12/23,2633262350,-7650393245,-2988270621,8625099925,57.66,5.296845,-11.764908,-4.549788,13.681016
12/13/23,2633719995,-7651409728,-2988663720,8626277451,57.66,5.296784,-11.764786,-4.549741,13.680872
12/14/23,2634177635,-7652426200,-2989056816,8627454967,57.67,5.296722,-11.764664,-4.549694,13.680727
12/15/23,2634635269,-7653442662,-2989449907,8628632471,57.68,5.296661,-11.764542,-4.549646,13.680583
12/16/23,2635092898,-7654459113,-2989842995,8629809965,57.69,5.2966,-11.76442,-4.549599,13.680438
12/17/23,2635550521,-7655475553,-2990236078,8630987447,57.69,5.296539,-11.764298,-4.549552,13.680294
12/18/23,2636008140,-7656491984,-2990629157,8632164918,57.70,5.296478,-11.764176,-4.549505,13.68015
12/19/23,2636465753,-7657508403,-2991022233,8633342377,57.71,5.296418,-11.764054,-4.549457,13.680006
12/20/23,2636923361,-7658524812,-2991415304,8634519826,57.72,5.296357,-11.763932,-4.54941,13.679863
12/21/23,2637380963,-7659541211,-2991808371,8635697264,57.73,5.296297,-11.763811,-4.549363,13.679719
12/22/23,2637838561,-7660557599,-2992201434,8636874690,57.73,5.296236,-11.763689,-4.549316,13.679575
12/23/23,2638296153,-7661573976,-2992594492,8638052105,57.74,5.296176,-11.763567,-4.549269,13.679431
12/24/23,2638753740,-7662590343,-2992987547,8639229510,57.75,5.296117,-11.763445,-4.549222,13.679288
12/25/23,2639211322,-7663606699,-2993380598,8640406903,57.76,5.296057,-11.763323,-4.549174,13.679144
12/26/23,2639668898,-7664623045,-2993773645,8641584285,57.77,5.295997,-11.763201,-4.549127,13.679
12/27/23,2640126470,-7665639381,-2994166687,8642761656,57.77,5.295938,-11.76308,-4.54908,13.678857
12/28/23,2640584037,-7666655705,-2994559726,8643939016,57.78,5.295879,-11.762957,-4.549033,13.678713
12/29/23,2641041598,-7667672020,-2994952760,8645116365,57.79,5.295819,-11.762835,-4.548985,13.67857
12/30/23,2641499154,-7668688323,-2995345790,8646293702,57.80,5.29576,-11.762713,-4.548938,13.678426
12/31/23,2641956705,-7669704616,-2995738816,8647471029,57.80,5.295701,-11.762591,-4.548891,13.678282
1/1/24,2642414251,-7670720899,-2996131839,8648648344,57.81,5.295642,-11.762469,-4.548843,13.678139
1/2/24,2642871792,-7671737171,-2996524857,8649825648,57.82,5.295584,-11.762346,-4.548796,13.677995
1/3/24,2643329328,-7672753433,-2996917871,8651002942,57.83,5.295525,-11.762224,-4.548749,13.677851
1/4/24,2643786859,-7673769683,-2997310880,8652180224,57.84,5.295466,-11.762101,-4.548701,13.677707
1/5/24,2644244385,-7674785924,-2997703886,8653357495,57.84,5.295407,-11.761979,-4.548654,13.677563
1/6/24,2644701905,-7675802153,-2998096888,8654534754,57.85,5.295349,-11.761856,-4.548606,13.677419
1/7/24,2645159421,-7676818372,-2998489885,8655712003,57.86,5.29529,-11.761734,-4.548558,13.677275
1/8/24,2645616932,-7677834581,-2998882879,8656889240,57.87,5.295232,-11.761611,-4.548511,13.677131
1/9/24,2646074437,-7678850779,-2999275868,8658066467,57.88,5.295173,-11.761488,-4.548463,13.676987
1/10/24,2646531937,-7679866966,-2999668853,8659243682,57.88,5.295114,-11.761366,-4.548416,13.676843
1/11/24,2646989433,-7680883143,-3000061834,8660420886,57.89,5.295056,-11.761243,-4.548368,13.676699
1/12/24,2647446923,-7681899309,-3000454811,8661598079,57.90,5.294997,-11.76112,-4.54832,13.676555
1/13/24,2647904408,-7682915464,-3000847784,8662775260,57.91,5.294939,-11.760997,-4.548272,13.676411
1/14/24,2648361888,-7683931609,-3001240752,8663952431,57.91,5.29488,-11.760874,-4.548225,13.676266
1/15/24,2648819364,-7684947743,-3001633717,8665129590,57.92,5.294822,-11.760751,-4.548177,13.676122
1/16/24,2649276834,-7685963867,-3002026677,8666306738,57.93,5.294763,-11.760628,-4.548129,13.675978
1/17/24,2649734299,-7686979980,-3002419634,8667483875,57.94,5.294705,-11.760505,-4.548081,13.675833
1/18/24,2650191759,-7687996082,-3002812586,8668661001,57.95,5.294646,-11.760382,-4.548033,13.675689
1/19/24,2650649214,-7689012174,-3003205534,8669838115,57.95,5.294588,-11.760259,-4.547986,13.675545
1/20/24,2651106663,-7690028255,-3003598478,8671015218,57.96,5.294529,-11.760136,-4.547938,13.6754
1/21/24,2651564108,-7691044325,-3003991417,8672192311,57.97,5.294471,-11.760013,-4.54789,13.675256
1/22/24,2652021548,-7692060385,-3004384353,8673369391,57.98,5.294412,-11.75989,-4.547842,13.675112
1/23/24,2652478983,-7693076434,-3004777285,8674546461,57.99,5.294354,-11.759767,-4.547794,13.674967
1/24/24,2652936412,-7694092473,-3005170212,8675723520,57.99,5.294295,-11.759644,-4.547746,13.674823
1/25/24,2653393837,-7695108501,-3005563135,8676900567,58.00,5.294237,-11.759521,-4.547698,13.674678
1/26/24,2653851256,-7696124518,-3005956054,8678077603,58.01,5.294178,-11.759397,-4.54765,13.674534
1/27/24,2654308671,-7697140525,-3006348969,8679254628,58.02,5.29412,-11.759274,-4.547602,13.674389
1/28/24,2654766080,-7698156521,-3006741880,8680431642,58.03,5.294061,-11.759151,-4.547554,13.674245
1/29/24,2655223485,-7699172506,-3007134786,8681608644,58.03,5.294002,-11.759028,-4.547506,13.6741
1/30/24,2655680884,-7700188481,-3007527689,8682785636,58.04,5.293944,-11.758905,-4.547458,13.673956
1/31/24,2656138278,-7701204445,-3007920587,8683962616,58.05,5.293885,-11.758782,-4.54741,13.673811
2/1/24,2656595667,-7702220398,-3008313481,8685139585,58.06,5.293827,-11.758659,-4.547362,13.673667
2/2/24,2657053051,-7703236341,-3008706372,8686316542,58.06,5.293768,-11.758536,-4.547315,13.673522
2/3/24,2657510430,-7704252273,-3009099257,8687493489,58.07,5.293709,-11.758412,-4.547267,13.673378
2/4/24,2657967804,-7705268195,-3009492139,8688670424,58.08,5.293651,-11.758289,-4.547219,13.673233
2/5/24,2658425173,-7706284106,-3009885017,8689847348,58.09,5.293592,-11.758166,-4.547171,13.673088
2/6/24,2658882537,-7707300006,-3010277890,8691024261,58.10,5.293533,-11.758043,-4.547123,13.672944
2/7/24,2659339896,-7708315895,-3010670760,8692201162,58.10,5.293474,-11.75792,-4.547075,13.672799
2/8/24,2659797249,-7709331774,-3011063625,8693378053,58.11,5.293416,-11.757797,-4.547026,13.672655
2/9/24,2660254598,-7710347643,-3011456486,8694554932,58.12,5.293357,-11.757674,-4.546978,13.67251
2/10/24,2660711941,-7711363500,-3011849343,8695731800,58.13,5.293298,-11.757551,-4.54693,13.672366
2/11/24,2661169280,-7712379348,-3012242195,8696908656,58.14,5.293239,-11.757428,-4.546882,13.672221
2/12/24,2661626613,-7713395184,-3012635044,8698085502,58.14,5.29318,-11.757305,-4.546834,13.672077
2/13/24,2662083941,-7714411010,-3013027888,8699262336,58.15,5.293121,-11.757182,-4.546786,13.671932
2/14/24,2662541264,-7715426825,-3013420729,8700439159,58.16,5.293062,-11.757059,-4.546738,13.671788
2/15/24,2662998582,-7716442630,-3013813565,8701615971,58.17,5.293003,-11.756936,-4.54669,13.671643
2/16/24,2663455895,-7717458424,-3014206397,8702792772,58.17,5.292944,-11.756813,-4.546642,13.671498
2/17/24,2663913203,-7718474207,-3014599225,8703969561,58.18,5.292885,-11.75669,-4.546594,13.671354
2/18/24,2664370506,-7719489980,-3014992048,8705146339,58.19,5.292826,-11.756568,-4.546546,13.671209
2/19/24,2664827803,-7720505742,-3015384868,8706323106,58.20,5.292766,-11.756445,-4.546499,13.671065
2/20/24,2665285096,-7721521493,-3015777683,8707499862,58.21,5.292707,-11.756322,-4.546451,13.670921
2/21/24,2665742383,-7722537234,-3016170494,8708676607,58.21,5.292648,-11.756199,-4.546403,13.670776
2/22/24,2666199665,-7723552965,-3016563302,8709853340,58.22,5.292589,-11.756077,-4.546355,13.670632
2/23/24,2666656943,-7724568684,-3016956104,8711030062,58.23,5.292529,-11.755954,-4.546307,13.670487
2/24/24,2667114215,-7725584393,-3017348903,8712206773,58.24,5.29247,-11.755831,-4.546259,13.670343
2/25/24,2667571481,-7726600092,-3017741698,8713383473,58.25,5.29241,-11.755709,-4.546211,13.670199
2/26/24,2668028743,-7727615780,-3018134489,8714560161,58.25,5.292351,-11.755586,-4.546163,13.670054
2/27/24,2668486000,-7728631457,-3018527275,8715736839,58.26,5.292291,-11.755464,-4.546115,13.66991
2/28/24,2668943251,-7729647124,-3018920057,8716913505,58.27,5.292232,-11.755342,-4.546067,13.669766
2/29/24,2669400497,-7730662780,-3019312835,8718090160,58.28,5.292172,-11.755219,-4.54602,13.669622
3/1/24,2669857738,-7731678426,-3019705609,8719266804,58.28,5.292112,-11.755097,-4.545972,13.669478
3/2/24,2670314974,-7732694061,-3020098379,8720443436,58.29,5.292052,-11.754975,-4.545924,13.669334
3/3/24,2670772205,-7733709686,-3020491145,8721620058,58.30,5.291992,-11.754853,-4.545876,13.66919
3/4/24,2671229430,-7734725300,-3020883907,8722796668,58.31,5.291933,-11.754731,-4.545829,13.669046
3/5/24,2671686651,-7735740903,-3021276664,8723973267,58.32,5.291873,-11.754609,-4.545781,13.668902
3/6/24,2672143866,-7736756496,-3021669418,8725149855,58.32,5.291813,-11.754488,-4.545733,13.668758
3/7/24,2672601076,-7737772079,-3022062167,8726326432,58.33,5.291753,-11.754366,-4.545686,13.668615
3/8/24,2673058281,-7738787651,-3022454912,8727502998,58.34,5.291693,-11.754245,-4.545639,13.668471
3/9/24,2673515480,-7739803212,-3022847653,8728679552,58.35,5.291632,-11.754123,-4.545591,13.668328
3/10/24,2673972675,-7740818763,-3023240390,8729856096,58.36,5.291572,-11.754002,-4.545544,13.668185
3/11/24,2674429864,-7741834304,-3023633123,8731032628,58.36,5.291512,-11.753881,-4.545496,13.668042
3/12/24,2674887048,-7742849834,-3024025852,8732209149,58.37,5.291453,-11.75376,-4.545449,13.667899
3/13/24,2675344227,-7743865354,-3024418577,8733385659,58.38,5.291393,-11.753639,-4.545402,13.667756
3/14/24,2675801401,-7744880863,-3024811298,8734562159,58.39,5.291333,-11.753519,-4.545355,13.667613
3/15/24,2676258570,-7745896362,-3025204014,8735738647,58.39,5.291273,-11.753398,-4.545308,13.667471
3/16/24,2676715733,-7746911850,-3025596727,8736915124,58.40,5.291213,-11.753277,-4.545261,13.667328
3/17/24,2677172891,-7747927328,-3025989435,8738091590,58.41,5.291154,-11.753157,-4.545214,13.667186
3/18/24,2677630044,-7748942795,-3026382140,8739268045,58.42,5.291094,-11.753037,-4.545167,13.667044
3/19/24,2678087192,-7749958253,-3026774840,8740444489,58.43,5.291034,-11.752916,-4.54512,13.666902
3/20/24,2678544335,-7750973699,-3027167537,8741620922,58.43,5.290975,-11.752796,-4.545073,13.66676
3/21/24,2679001473,-7751989136,-3027560229,8742797344,58.44,5.290916,-11.752676,-4.545026,13.666618
3/22/24,2679458605,-7753004562,-3027952917,8743973755,58.45,5.290856,-11.752556,-4.54498,13.666476
3/23/24,2679915733,-7754019977,-3028345601,8745150155,58.46,5.290797,-11.752436,-4.544933,13.666334
3/24/24,2680372855,-7755035383,-3028738282,8746326544,58.47,5.290738,-11.752316,-4.544886,13.666193
3/25/24,2680829972,-7756050778,-3029130958,8747502922,58.47,5.290679,-11.752196,-4.544839,13.666051
3/26/24,2681287084,-7757066162,-3029523630,8748679289,58.48,5.29062,-11.752076,-4.544793,13.665909
3/27/24,2681744191,-7758081536,-3029916298,8749855645,58.49,5.29056,-11.751956,-4.544746,13.665768
3/28/24,2682201293,-7759096900,-3030308962,8751031990,58.50,5.290501,-11.751836,-4.544699,13.665626
3/29/24,2682658390,-7760112253,-3030701622,8752208324,58.50,5.290442,-11.751716,-4.544652,13.665484
3/30/24,2683115481,-7761127596,-3031094278,8753384647,58.51,5.290383,-11.751596,-4.544606,13.665343
3/31/24,2683572568,-7762142929,-3031486930,8754560959,58.52,5.290324,-11.751476,-4.544559,13.665201
4/1/24,2684029650,-7763158251,-3031879578,8755737260,58.53,5.290265,-11.751356,-4.544512,13.66506
4/2/24,2684486726,-7764173563,-3032272221,8756913550,58.54,5.290207,-11.751236,-4.544465,13.664918
4/3/24,2684943797,-7765188865,-3032664861,8758089830,58.54,5.290148,-11.751116,-4.544419,13.664777
4/4/24,2685400863,-7766204156,-3033057497,8759266098,58.55,5.290089,-11.750996,-4.544372,13.664636
4/5/24,2685857925,-7767219437,-3033450129,8760442355,58.56,5.290029,-11.750877,-4.544325,13.664494
4/6/24,2686314981,-7768234708,-3033842756,8761618602,58.57,5.28997,-11.750757,-4.544278,13.664353
4/7/24,2686772031,-7769249968,-3034235380,8762794837,58.58,5.289911,-11.750637,-4.544232,13.664212
4/8/24,2687229077,-7770265218,-3034628000,8763971061,58.58,5.289852,-11.750518,-4.544185,13.66407
4/9/24,2687686118,-7771280457,-3035020615,8765147275,58.59,5.289793,-11.750398,-4.544138,13.663929
4/10/24,2688143153,-7772295687,-3035413227,8766323477,58.60,5.289734,-11.750279,-4.544092,13.663788
4/11/24,2688600184,-7773310906,-3035805834,8767499669,58.61,5.289675,-11.750159,-4.544045,13.663647
4/12/24,2689057209,-7774326114,-3036198438,8768675850,58.61,5.289616,-11.75004,-4.543999,13.663506
4/13/24,2689514230,-7775341313,-3036591037,8769852020,58.62,5.289557,-11.749921,-4.543952,13.663365
4/14/24,2689971245,-7776356501,-3036983633,8771028178,58.63,5.289498,-11.749802,-4.543906,13.663224
4/15/24,2690428255,-7777371678,-3037376224,8772204326,58.64,5.289438,-11.749682,-4.543859,13.663084
4/16/24,2690885260,-7778386846,-3037768812,8773380463,58.65,5.289379,-11.749563,-4.543813,13.662943
4/17/24,2691342259,-7779402003,-3038161395,8774556589,58.65,5.28932,-11.749444,-4.543766,13.662802
4/18/24,2691799254,-7780417150,-3038553974,8775732705,58.66,5.289261,-11.749326,-4.54372,13.662662
4/19/24,2692256244,-7781432286,-3038946550,8776908809,58.67,5.289202,-11.749207,-4.543674,13.662521
4/20/24,2692713228,-7782447413,-3039339121,8778084902,58.68,5.289143,-11.749088,-4.543627,13.662381
4/21/24,2693170208,-7783462529,-3039731689,8779260985,58.69,5.289084,-11.748969,-4.543581,13.662241
4/22/24,2693627182,-7784477635,-3040124252,8780437057,58.69,5.289024,-11.748851,-4.543535,13.6621
4/23/24,2694084151,-7785492730,-3040516811,8781613117,58.70,5.288965,-11.748733,-4.543488,13.66196
4/24/24,2694541115,-7786507816,-3040909367,8782789167,58.71,5.288906,-11.748614,-4.543442,13.66182
4/25/24,2694998074,-7787522891,-3041301918,8783965207,58.72,5.288847,-11.748496,-4.543396,13.66168
4/26/24,2695455028,-7788537956,-3041694466,8785141235,58.73,5.288788,-11.748378,-4.54335,13.66154
4/27/24,2695911977,-7789553010,-3042087009,8786317252,58.73,5.288729,-11.74826,-4.543304,13.661401
4/28/24,2696368920,-7790568055,-3042479548,8787493259,58.74,5.28867,-11.748142,-4.543258,13.661261
4/29/24,2696825859,-7791583089,-3042872084,8788669255,58.75,5.288611,-11.748024,-4.543212,13.661121
4/30/24,2697282792,-7792598113,-3043264616,8789845240,58.76,5.288552,-11.747906,-4.543166,13.660982
5/1/24,2697739721,-7793613127,-3043657143,8791021214,58.76,5.288493,-11.747788,-4.54312,13.660843
5/2/24,2698196644,-7794628131,-3044049667,8792197177,58.77,5.288434,-11.74767,-4.543074,13.660703
5/3/24,2698653562,-7795643125,-3044442186,8793373130,58.78,5.288375,-11.747553,-4.543028,13.660564
5/4/24,2699110475,-7796658108,-3044834702,8794549072,58.79,5.288316,-11.747435,-4.542982,13.660425
5/5/24,2699567383,-7797673082,-3045227214,8795725003,58.80,5.288257,-11.747318,-4.542937,13.660286
5/6/24,2700024286,-7798688045,-3045619721,8796900923,58.80,5.288198,-11.747201,-4.542891,13.660147
5/7/24,2700481183,-7799702998,-3046012225,8798076833,58.81,5.288139,-11.747083,-4.542845,13.660008
5/8/24,2700938076,-7800717941,-3046404725,8799252731,58.82,5.28808,-11.746966,-4.5428,13.65987
5/9/24,2701394964,-7801732874,-3046797221,8800428619,58.83,5.288022,-11.746849,-4.542754,13.659731
5/10/24,2701851846,-7802747796,-3047189713,8801604497,58.84,5.287963,-11.746732,-4.542708,13.659592
