#Time (UTC),x (km),y (km),z (km),Sun-NH Dist (km),Sun-NH Dist (AU),Vx (km/sec),Vy (km/sec),Vz (km/sec),Velocity (km/sec)
11/19/21,2286948885,-6881513240,-2690904954,7734748164,51.70,5.350649,-11.878265,-4.594388,13.81416
11/20/21,2287411178,-6882539515,-2691301906,7735936015,51.71,5.350571,-11.878088,-4.594318,13.813954
11/21/21,2287873464,-6883565774,-2691698853,7737123850,51.72,5.350492,-11.877911,-4.594248,13.813749
11/22/21,2288335743,-6884592018,-2692095793,7738311669,51.73,5.350414,-11.877734,-4.594178,13.813543
11/23/21,2288798015,-6885618246,-2692492726,7739499472,51.74,5.350336,-11.877557,-4.594108,13.813337
11/24/21,2289260281,-6886644460,-2692889654,7740687259,51.74,5.350258,-11.87738,-4.594038,13.813132
11/25/21,2289722540,-6887670658,-2693286576,7741875030,51.75,5.35018,-11.877204,-4.593968,13.812927
11/26/21,2290184792,-6888696841,-2693683492,7743062785,51.76,5.350102,-11.877028,-4.593899,13.812722
11/27/21,2290647038,-6889723008,-2694080402,7744250525,51.77,5.350025,-11.876851,-4.593829,13.812517
11/28/21,2291109276,-6890749161,-2694477306,7745438248,51.78,5.349947,-11.876675,-4.593759,13.812312
11/29/21,2291571508,-6891775298,-2694874204,7746625956,51.78,5.349869,-11.876499,-4.59369,13.812108
11/30/21,2292033734,-6892801420,-2695271095,7747813648,51.79,5.349791,-11.876323,-4.59362,13.811903
12/1/21,2292495952,-6893827526,-2695667981,7749001324,51.80,5.349714,-11.876148,-4.593551,13.811699
12/2/21,2292958164,-6894853618,-2696064861,7750188984,51.81,5.349636,-11.875972,-4.593481,13.811495
12/3/21,2293420369,-6895879694,-2696461735,7751376628,51.81,5.349559,-11.875797,-4.593412,13.811291
12/4/21,2293882568,-6896905756,-2696858603,7752564257,51.82,5.349481,-11.875621,-4.593343,13.811087
12/5/21,2294344760,-6897931802,-2697255464,7753751870,51.83,5.349404,-11.875446,-4.593273,13.810883
12/6/21,2294806945,-6898957833,-2697652320,7754939467,51.84,5.349326,-11.875271,-4.593204,13.81068
12/7/21,2295269123,-6899983848,-2698049170,7756127048,51.85,5.349249,-11.875096,-4.593135,13.810476
12/8/21,2295731295,-6901009849,-2698446014,7757314613,51.85,5.349172,-11.874921,-4.593066,13.810273
12/9/21,2296193460,-6902035835,-2698842852,7758502163,51.86,5.349095,-11.874746,-4.592997,13.81007
12/10/21,2296655619,-6903061805,-2699239684,7759689697,51.87,5.349017,-11.874572,-4.592928,13.809867
12/11/21,2297117770,-6904087761,-2699636510,7760877215,51.88,5.34894,-11.874397,-4.592859,13.809664
12/12/21,2297579916,-6905113701,-2700033330,7762064717,51.89,5.348863,-11.874223,-4.59279,13.809461
12/13/21,2298042054,-6906139626,-2700430144,7763252204,51.89,5.348787,-11.874048,-4.592721,13.809259
12/14/21,2298504186,-6907165537,-2700826952,7764439675,51.90,5.34871,-11.873874,-4.592652,13.809056
12/15/21,2298966311,-6908191432,-2701223754,7765627130,51.91,5.348633,-11.8737,-4.592584,13.808854
12/16/21,2299428430,-6909217312,-2701620551,7766814570,51.92,5.348556,-11.873526,-4.592515,13.808652
12/17/21,2299890542,-6910243177,-2702017341,7768001994,51.93,5.34848,-11.873352,-4.592446,13.80845
12/18/21,2300352647,-6911269027,-2702414125,7769189402,51.93,5.348403,-11.873178,-4.592378,13.808248
12/19/21,2300814746,-6912294862,-2702810904,7770376795,51.94,5.348327,-11.873005,-4.592309,13.808046
12/20/21,2301276838,-6913320682,-2703207676,7771564172,51.95,5.34825,-11.872831,-4.59224,13.807844
12/21/21,2301738923,-6914346488,-2703604443,7772751534,51.96,5.348174,-11.872658,-4.592172,13.807643
12/22/21,2302201002,-6915372278,-2704001203,7773938879,51.97,5.348098,-11.872484,-4.592103,13.807442
12/23/21,2302663075,-6916398053,-2704397958,7775126210,51.97,5.348021,-11.872311,-4.592035,13.80724
12/24/21,2303125140,-6917423813,-2704794707,7776313524,51.98,5.347945,-11.872138,-4.591967,13.807039
12/25/21,2303587199,-6918449558,-2705191450,7777500823,51.99,5.347869,-11.871965,-4.591898,13.806838
12/26/21,2304049252,-6919475288,-2705588187,7778688107,52.00,5.347793,-11.871792,-4.59183,13.806637
12/27/21,2304511298,-6920501004,-2705984918,7779875375,52.01,5.347717,-11.871619,-4.591762,13.806436
12/28/21,2304973338,-6921526704,-2706381644,7781062627,52.01,5.347641,-11.871446,-4.591694,13.806236
12/29/21,2305435371,-6922552390,-2706778363,7782249864,52.02,5.347565,-11.871273,-4.591625,13.806035
12/30/21,2305897397,-6923578060,-2707175076,7783437085,52.03,5.34749,-11.871101,-4.591557,13.805835
12/31/21,2306359417,-6924603716,-2707571784,7784624291,52.04,5.347414,-11.870928,-4.591489,13.805635
1/1/22,2306821430,-6925629357,-2707968486,7785811481,52.04,5.347338,-11.870756,-4.591421,13.805435
1/2/22,2307283437,-6926654983,-2708365182,7786998656,52.05,5.347263,-11.870584,-4.591353,13.805235
1/3/22,2307745437,-6927680594,-2708761872,7788185815,52.06,5.347187,-11.870412,-4.591285,13.805035
1/4/22,2308207431,-6928706190,-2709158556,7789372959,52.07,5.347112,-11.87024,-4.591218,13.804835
1/5/22,2308669418,-6929731771,-2709555234,7790560087,52.08,5.347036,-11.870068,-4.59115,13.804636
1/6/22,2309131399,-6930757337,-2709951906,7791747200,52.08,5.346961,-11.869896,-4.591082,13.804436
1/7/22,2309593373,-6931782889,-2710348573,7792934297,52.09,5.346886,-11.869725,-4.591015,13.804237
1/8/22,2310055340,-6932808426,-2710745234,7794121379,52.10,5.346811,-11.869553,-4.590947,13.804038
1/9/22,2310517302,-6933833948,-2711141889,7795308445,52.11,5.346736,-11.869382,-4.590879,13.803839
1/10/22,2310979257,-6934859455,-2711538538,7796495496,52.12,5.346662,-11.86921,-4.590812,13.803641
1/11/22,2311441205,-6935884947,-2711935181,7797682532,52.12,5.346587,-11.869039,-4.590745,13.803442
1/12/22,2311903147,-6936910425,-2712331818,7798869552,52.13,5.346512,-11.868868,-4.590677,13.803244
1/13/22,2312365082,-6937935888,-2712728450,7800056557,52.14,5.346438,-11.868697,-4.59061,13.803046
1/14/22,2312827011,-6938961336,-2713125076,7801243547,52.15,5.346364,-11.868526,-4.590543,13.802848
1/15/22,2313288934,-6939986769,-2713521696,7802430521,52.16,5.34629,-11.868355,-4.590475,13.80265
1/16/22,2313750850,-6941012188,-2713918310,7803617480,52.16,5.346217,-11.868185,-4.590408,13.802452
1/17/22,2314212760,-6942037591,-2714314918,7804804424,52.17,5.346143,-11.868014,-4.590341,13.802254
1/18/22,2314674664,-6943062980,-2714711521,7805991352,52.18,5.34607,-11.867843,-4.590274,13.802057
1/19/22,2315136561,-6944088355,-2715108118,7807178265,52.19,5.345996,-11.867672,-4.590207,13.801859
1/20/22,2315598452,-6945113714,-2715504709,7808365163,52.20,5.345923,-11.867502,-4.59014,13.801662
1/21/22,2316060337,-6946139059,-2715901294,7809552045,52.20,5.34585,-11.867331,-4.590073,13.801465
1/22/22,2316522215,-6947164389,-2716297873,7810738912,52.21,5.345778,-11.86716,-4.590005,13.801267
1/23/22,2316984087,-6948189704,-2716694447,7811925764,52.22,5.345705,-11.866989,-4.589938,13.80107
1/24/22,2317445953,-6949215005,-2717091014,7813112600,52.23,5.345633,-11.866819,-4.589871,13.800873
1/25/22,2317907812,-6950240291,-2717487576,7814299422,52.24,5.34556,-11.866648,-4.589804,13.800676
1/26/22,2318369666,-6951265561,-2717884133,7815486227,52.24,5.345488,-11.866477,-4.589737,13.800478
1/27/22,2318831513,-6952290818,-2718280683,7816673018,52.25,5.345416,-11.866306,-4.58967,13.800281
1/28/22,2319293353,-6953316059,-2718677227,7817859793,52.26,5.345344,-11.866135,-4.589602,13.800084
1/29/22,2319755188,-6954341286,-2719073766,7819046553,52.27,5.345272,-11.865964,-4.589535,13.799886
1/30/22,2320217016,-6955366498,-2719470299,7820233298,52.28,5.3452,-11.865793,-4.589468,13.799689
1/31/22,2320678839,-6956391695,-2719866826,7821420027,52.28,5.345128,-11.865622,-4.5894,13.799492
2/1/22,2321140655,-6957416877,-2720263348,7822606741,52.29,5.345056,-11.865451,-4.589333,13.799294
2/2/22,2321602464,-6958442045,-2720659863,7823793439,52.30,5.344985,-11.865279,-4.589266,13.799097
2/3/22,2322064268,-6959467197,-2721056373,7824980123,52.31,5.344913,-11.865108,-4.589198,13.7989
2/4/22,2322526065,-6960492335,-2721452876,7826166791,52.31,5.344841,-11.864937,-4.589131,13.798702
2/5/22,2322987857,-6961517459,-2721849375,7827353443,52.32,5.34477,-11.864766,-4.589064,13.798505
2/6/22,2323449642,-6962542567,-2722245867,7828540080,52.33,5.344698,-11.864594,-4.588996,13.798307
2/7/22,2323911420,-6963567660,-2722642353,7829726702,52.34,5.344627,-11.864423,-4.588929,13.79811
2/8/22,2324373193,-6964592739,-2723038834,7830913309,52.35,5.344555,-11.864252,-4.588861,13.797912
2/9/22,2324834959,-6965617803,-2723435308,7832099900,52.35,5.344484,-11.86408,-4.588794,13.797715
2/10/22,2325296720,-6966642852,-2723831777,7833286476,52.36,5.344412,-11.863909,-4.588726,13.797517
2/11/22,2325758474,-6967667887,-2724228240,7834473037,52.37,5.344341,-11.863737,-4.588659,13.79732
2/12/22,2326220222,-6968692906,-2724624697,7835659582,52.38,5.344269,-11.863566,-4.588591,13.797122
